9980,10053,13103,17139,17880,19353,19470,19659,22881,24994,25327,25434,26147,26266,27813,31793,32206,32512,36402,37099,38090,38192,38372,38905,39516,41314,41660,41853,44493,44936,45049,45082,1,,99,100,131,171,178,193,194,196,228,249,253,254,261,262,278,317,322,325,364,370,380,381,383,389,395,413,416,418,444,449,450,450,1,
5460,9490,9900,15747,15846,21167,23146,25608,26725,27124,27219,27276,28523,29233,29398,31603,33630,34367,36939,37474,38254,40038,40547,40973,41492,42136,42328,44866,48580,49121,49512,49533,1,,54,94,99,157,158,211,231,256,267,271,272,272,285,292,293,316,336,343,369,374,382,400,405,409,414,421,423,448,485,491,495,495,1,
966,3230,6960,12296,21304,22799,23745,24234,25999,26255,27049,31623,32487,36144,38167,41188,41753,45393,45569,46108,46524,47379,48911,49355,49981,51066,51625,53163,53464,53468,53633,54192,1,,9,32,69,122,213,227,237,242,259,262,270,316,324,361,381,411,417,453,455,461,465,473,489,493,499,510,516,531,534,534,536,541,1,
10603,20777,23890,24075,24534,26080,28628,29631,31133,31443,32503,33157,33521,33983,35303,37075,38296,38569,39527,40463,42356,43086,44336,44945,45447,46485,46508,48640,49621,49892,50368,50999,1,,106,207,238,240,245,260,286,296,311,314,325,331,335,339,353,370,382,385,395,404,423,430,443,449,454,464,465,486,496,498,503,509,1,
3030,4880,8680,12626,12951,16200,16354,16375,18678,19441,19650,19915,22115,22484,22759,23703,24800,28056,29451,29993,30400,33069,33173,33380,34396,35958,36586,36628,36686,36807,37046,38481,1,,30,48,86,126,129,162,163,163,186,194,196,199,221,224,227,237,248,280,294,299,304,330,331,333,343,359,365,366,366,368,370,384,1,
7860,10169,12709,13119,13648,13655,15146,16692,17982,18059,18503,21046,23644,24382,24509,24517,26225,27559,28406,28886,29157,30118,32227,32518,33846,33903,36266,36348,36854,37957,40628,40803,1,,78,101,127,131,136,136,151,166,179,180,185,210,236,243,245,245,262,275,284,288,291,301,322,325,338,339,362,363,368,379,406,408,1,
11657,13116,13466,16517,19628,23082,23657,24629,24980,25074,27720,27780,28520,29591,30367,34427,37080,37413,37477,38119,38192,42302,42711,42940,42969,43981,44877,45916,46198,46365,47156,48147,1,,116,131,134,165,196,230,236,246,249,250,277,277,285,295,303,344,370,374,374,381,381,423,427,429,429,439,448,459,461,463,471,481,1,
8660,11263,12521,13925,14024,16691,17701,18377,19895,20480,21170,21248,21492,22425,25149,29099,29335,31084,31801,33556,34791,35964,36685,36705,37793,37993,38567,41005,42730,43257,43560,45072,1,,86,112,125,139,140,166,177,183,198,204,211,212,214,224,251,290,293,310,318,335,347,359,366,367,377,379,385,410,427,432,435,450,1,
5510,11440,20851,24046,24618,28845,29031,30266,31206,32197,33393,33733,34483,35196,35430,36399,38910,40371,40845,42615,44757,44799,47808,48197,49530,49852,49933,49935,50255,50352,51231,51419,1,,55,114,208,240,246,288,290,302,312,321,333,337,344,351,354,363,389,403,408,426,447,447,478,481,495,498,499,499,502,503,512,514,1,
1280,2690,10664,15624,17099,19035,19268,22754,22755,24322,25268,26097,26489,27417,27855,28556,29501,29894,30663,30695,31773,34447,34986,35544,35687,36664,38322,38827,38892,39741,41482,42108,1,,12,26,106,156,170,190,192,227,227,243,252,260,264,274,278,285,295,298,306,306,317,344,349,355,356,366,383,388,388,397,414,421,1,
2290,6550,9490,11361,11869,12349,13589,14203,14215,15613,18163,19627,21558,23011,24054,25500,26635,28344,31235,31237,34707,36382,36945,38126,38531,40186,42033,44629,44725,44998,46306,47003,1,,22,65,94,113,118,123,135,142,142,156,181,196,215,230,240,255,266,283,312,312,347,363,369,381,385,401,420,446,447,449,463,470,1,
4170,14489,18447,18994,20729,22420,22475,23007,23081,23932,24422,24633,24811,25007,25486,27018,27147,28534,29005,29971,32905,33211,33858,35585,35588,35952,36875,38663,41427,42734,44705,45773,1,,41,144,184,189,207,224,224,230,230,239,244,246,248,250,254,270,271,285,290,299,329,332,338,355,355,359,368,386,414,427,447,457,1,
5430,6790,10316,14624,18905,20904,22088,23487,24136,24704,24922,25293,25432,27184,27261,27625,28015,29028,29383,29536,29787,29988,30218,31482,31870,32180,32267,33672,33809,33875,34540,39025,1,,54,67,103,146,189,209,220,234,241,247,249,252,254,271,272,276,280,290,293,295,297,299,302,314,318,321,322,336,338,338,345,390,1,
2190,3840,8480,9430,10245,11950,12151,19125,20431,21855,21999,26133,26316,27348,28508,29571,29602,29666,29929,32052,34676,35069,35330,35540,36133,36267,36842,38184,39378,39859,42278,42630,1,,21,38,84,94,102,119,121,191,204,218,219,261,263,273,285,295,296,296,299,320,346,350,353,355,361,362,368,381,393,398,422,426,1,
4190,8180,13272,15332,16082,17585,18290,19935,21721,21974,22242,23450,23873,24268,25748,26230,26565,27854,29207,30321,30500,30515,32273,32724,34768,34837,35013,35110,35525,37560,37786,42726,1,,41,81,132,153,160,175,182,199,217,219,222,234,238,242,257,262,265,278,292,303,305,305,322,327,347,348,350,351,355,375,377,427,1,
6240,13023,13259,13583,14472,15200,16787,17203,20331,20611,21314,21807,22213,22585,23231,23454,23613,25115,26087,26476,27153,28117,29083,30017,31110,31790,33316,34110,35017,35406,36985,37175,1,,62,130,132,135,144,152,167,172,203,206,213,218,222,225,232,234,236,251,260,264,271,281,290,300,311,317,333,341,350,354,369,371,1,
5300,7020,8040,27844,30939,34093,34889,35727,35943,36153,36941,38096,38791,40694,41276,41862,42463,42566,43074,43466,43748,43884,43953,45408,45429,47437,48112,48984,51458,52195,52724,53045,1,,53,70,80,278,309,340,348,357,359,361,369,380,387,406,412,418,424,425,430,434,437,438,439,454,454,474,481,489,514,521,527,530,1,
8640,12108,13534,13598,13696,15425,16279,17474,18947,19142,21589,21878,22948,24227,24805,26821,27698,27709,29872,30413,32020,32678,33097,33804,34736,35748,36006,37189,39336,39775,40817,41878,1,,86,121,135,135,136,154,162,174,189,191,215,218,229,242,248,268,276,277,298,304,320,326,330,338,347,357,360,371,393,397,408,418,1,
9770,14857,16717,18197,19102,19365,20122,20777,21345,22663,23456,23659,26060,26775,27542,30316,31258,32153,32650,34230,36156,36330,37517,37826,39325,39849,41367,42738,44472,44864,45588,47684,1,,97,148,167,181,191,193,201,207,213,226,234,236,260,267,275,303,312,321,326,342,361,363,375,378,393,398,413,427,444,448,455,476,1,
5160,8520,9350,11675,12336,16002,16214,18121,18539,19375,21674,29103,29584,31103,31373,31572,32186,33673,33793,34314,37236,38389,38806,38872,39049,39461,39689,40520,40584,41090,41987,42388,1,,51,85,93,116,123,160,162,181,185,193,216,291,295,311,313,315,321,336,337,343,372,383,388,388,390,394,396,405,405,410,419,423,1,
20733,21632,25255,26821,29939,31326,32518,33177,33365,33824,34972,35252,35709,36669,37746,39009,41122,42877,42884,42990,43405,44428,44590,45137,46034,46067,46690,46769,47141,47199,49287,51327,1,,207,216,252,268,299,313,325,331,333,338,349,352,357,366,377,390,411,428,428,429,434,444,445,451,460,460,466,467,471,471,492,513,1,
7280,7640,10800,12648,15246,16052,19816,22264,24212,25233,25779,27617,27881,29037,29500,30708,31911,32705,32892,32976,33226,33508,33576,34368,34493,35074,35351,35987,38869,39079,40046,41084,1,,72,76,108,126,152,160,198,222,242,252,257,276,278,290,295,307,319,327,328,329,332,335,335,343,344,350,353,359,388,390,400,410,1,
5040,14851,16152,16837,18568,19928,20116,28729,29129,31648,34385,34488,36387,37056,37174,38100,38681,38851,39681,42583,42717,43053,44426,45091,46118,46440,46839,46848,47113,47319,47458,47489,1,,50,148,161,168,185,199,201,287,291,316,343,344,363,370,371,381,386,388,396,425,427,430,444,450,461,464,468,468,471,473,474,474,1,
1830,4270,11007,14553,17462,22113,24185,27493,27783,28396,31467,31525,32315,32355,32977,33393,33582,34487,34599,35404,37327,37674,37873,37976,38760,39430,40893,41231,42112,42822,42832,43054,1,,18,42,110,145,174,221,241,274,277,283,314,315,323,323,329,333,335,344,345,354,373,376,378,379,387,394,408,412,421,428,428,430,1,
3440,5570,6780,8790,9420,10391,14764,15697,16275,17115,19282,20726,22268,23920,24748,28525,28965,29225,30124,32562,33285,34812,36475,37419,37525,39078,39906,41974,42231,42458,43685,45703,1,,34,55,67,87,94,103,147,156,162,171,192,207,222,239,247,285,289,292,301,325,332,348,364,374,375,390,399,419,422,424,436,457,1,
592,12978,15970,20725,22511,23231,25730,26326,26686,26974,27762,28166,29288,31512,33211,34466,34554,35932,39412,39960,40308,41240,41264,43230,43656,43844,44094,44242,47214,47597,47637,49085,1,,5,129,159,207,225,232,257,263,266,269,277,281,292,315,332,344,345,359,394,399,403,412,412,432,436,438,440,442,472,475,476,490,1,
592,12978,15970,20725,22511,23231,25730,26326,26686,26974,27762,28166,29288,31512,33211,34466,34554,35932,39412,39960,40308,41240,41264,43230,43656,43844,44094,44242,47214,47597,47637,49085,1,,5,129,159,207,225,232,257,263,266,269,277,281,292,315,332,344,345,359,394,399,403,412,412,432,436,438,440,442,472,475,476,490,1,
5710,7100,11719,13045,13397,15113,16714,18216,18819,19564,20810,23434,23840,24054,24724,25833,26207,27202,27306,27783,29351,29459,32812,33906,34717,34847,36117,36120,36824,37760,38211,39597,1,,57,71,117,130,133,151,167,182,188,195,208,234,238,240,247,258,262,272,273,277,293,294,328,339,347,348,361,361,368,377,382,395,1,
4100,11105,11135,12480,14435,14804,16321,16764,18240,20937,22122,23205,27583,28923,29476,30950,34421,34946,35226,35544,37466,38887,39746,39878,40665,41240,41556,45897,46034,47512,48597,49159,1,,41,111,111,124,144,148,163,167,182,209,221,232,275,289,294,309,344,349,352,355,374,388,397,398,406,412,415,458,460,475,485,491,1,
5080,11078,14133,14309,17285,18508,20231,22143,22509,23058,23583,24497,25183,27143,27147,27249,27775,28720,29716,29838,30036,30730,32596,32616,34302,34448,36470,38908,44367,44749,46171,46175,1,,50,110,141,143,172,185,202,221,225,230,235,244,251,271,271,272,277,287,297,298,300,307,325,326,343,344,364,389,443,447,461,461,1,
5570,13178,17729,22583,22897,24631,29903,32746,37924,38969,41158,41757,46206,47083,48519,50478,52050,53563,53703,54256,54914,54941,56452,56545,56753,57424,58836,59671,60622,60934,61420,61872,1,,55,131,177,225,228,246,299,327,379,389,411,417,462,470,485,504,520,535,537,542,549,549,564,565,567,574,588,596,606,609,614,618,1,
8340,10795,11095,14454,20115,21971,24706,24728,26105,29384,30002,30714,31453,32358,35160,35278,35891,35976,36150,36835,37661,38165,39199,40065,40881,40894,44736,44908,44959,46086,46327,46801,1,,83,107,110,144,201,219,247,247,261,293,300,307,314,323,351,352,358,359,361,368,376,381,391,400,408,408,447,449,449,460,463,468,1,
7350,7950,8210,8300,13763,18317,22140,23803,24158,24346,26198,26517,30007,30179,33405,35242,36195,36446,36468,36652,40336,43508,43835,44555,44706,44852,46872,47059,47848,48674,48789,51138,1,,73,79,82,83,137,183,221,238,241,243,261,265,300,301,334,352,361,364,364,366,403,435,438,445,447,448,468,470,478,486,487,511,1,
10287,10341,18036,18866,19223,19581,19955,20676,21424,24854,25458,30239,30722,32657,33979,34088,34818,34849,36100,36578,39851,40591,40695,42430,44762,45381,46639,48519,50721,50741,50853,51693,1,,102,103,180,188,192,195,199,206,214,248,254,302,307,326,339,340,348,348,361,365,398,405,406,424,447,453,466,485,507,507,508,516,1,
12403,14619,16107,17029,17060,18008,18013,18055,20214,24527,25130,25887,26436,26509,27756,28524,30049,30739,32282,32372,32672,33222,36686,39438,39999,40129,42205,42251,42678,42800,42880,45848,1,,124,146,161,170,170,180,180,180,202,245,251,258,264,265,277,285,300,307,322,323,326,332,366,394,399,401,422,422,426,428,428,458,1,
11834,14198,17588,18581,19018,22198,22719,22760,22779,22893,26872,28717,30771,31192,34434,35618,38073,39681,39704,39897,45099,45246,45806,46312,46785,48428,48448,48950,49322,49462,50569,51174,1,,118,141,175,185,190,221,227,227,227,228,268,287,307,311,344,356,380,396,397,398,450,452,458,463,467,484,484,489,493,494,505,511,1,
12697,12975,15790,16192,23105,24960,26176,26543,27020,28608,28997,30886,31299,31468,35180,36940,37627,38222,39396,40409,41244,41704,42680,42919,45161,45947,46282,48033,48412,48529,49074,49458,1,,126,129,157,161,231,249,261,265,270,286,289,308,312,314,351,369,376,382,393,404,412,417,426,429,451,459,462,480,484,485,490,494,1,
4690,14284,17426,18248,19530,19539,20235,20485,21954,21994,22270,25756,25903,28279,30098,30327,30603,32556,36900,37537,43343,43814,44632,46176,46408,46957,47407,49090,49240,49406,50296,50920,1,,46,142,174,182,195,195,202,204,219,219,222,257,259,282,300,303,306,325,369,375,433,438,446,461,464,469,474,490,492,494,502,509,1,
19155,21806,22127,23412,23433,23676,26217,27032,27534,28334,29174,32791,33922,34062,35549,36232,37386,38411,38593,39272,41066,41945,42117,42816,43029,43704,44554,44736,47781,47804,48511,49063,1,,191,218,221,234,234,236,262,270,275,283,291,327,339,340,355,362,373,384,385,392,410,419,421,428,430,437,445,447,477,478,485,490,1,
1700,8520,12442,12925,16654,17559,17948,18470,18761,19395,23428,24215,24717,25058,25475,25704,25712,26159,26332,28340,28561,29278,30071,33971,34478,35208,39496,39715,40632,40743,43251,44376,1,,17,85,124,129,166,175,179,184,187,193,234,242,247,250,254,257,257,261,263,283,285,292,300,339,344,352,394,397,406,407,432,443,1,
3180,8190,8600,9840,9970,10744,11561,13701,15597,18139,18336,20301,28514,28943,30010,30239,33159,33492,35946,37558,38420,39885,40235,41042,41455,41888,42917,44624,45137,45138,45442,45608,1,,31,81,86,98,99,107,115,137,155,181,183,203,285,289,300,302,331,334,359,375,384,398,402,410,414,418,429,446,451,451,454,456,1,
5350,11167,15837,16625,17279,17693,17731,18211,20329,24480,24670,26912,32493,33036,34692,35872,38523,39851,39902,40260,41303,41308,41831,42973,44184,45956,47009,47134,47751,47865,48915,49849,1,,53,111,158,166,172,176,177,182,203,244,246,269,324,330,346,358,385,398,399,402,413,413,418,429,441,459,470,471,477,478,489,498,1,
7350,11135,18204,19121,21121,21302,27185,29079,30855,34204,34861,35269,36672,38430,38850,41861,43416,45005,45170,45933,48213,49501,49698,51534,51539,52349,53540,54289,54719,55759,58491,58734,1,,73,111,182,191,211,213,271,290,308,342,348,352,366,384,388,418,434,450,451,459,482,495,496,515,515,523,535,542,547,557,584,587,1,
14433,14591,15595,21561,22065,22217,24228,26908,30079,33419,33453,35357,37648,38139,39745,40464,42070,43398,44278,44384,46543,46682,47845,48453,49311,49599,49657,49980,50273,51713,51743,51971,1,,144,145,155,215,220,222,242,269,300,334,334,353,376,381,397,404,420,433,442,443,465,466,478,484,493,495,496,499,502,517,517,519,1,
10482,14437,15059,15368,15497,21849,23529,24994,27749,30156,32610,34128,35692,38677,38683,39111,39795,40311,40457,42445,42595,45359,45775,45787,46066,46167,47395,47841,49697,51830,52443,52972,1,,104,144,150,153,154,218,235,249,277,301,326,341,356,386,386,391,397,403,404,424,425,453,457,457,460,461,473,478,496,518,524,529,1,
10258,20243,20559,24432,26304,27550,28874,29760,30383,30775,31680,31687,32448,33587,34144,34333,35905,36222,37224,38052,38554,39115,39306,39780,39929,40510,40734,43668,44994,45286,46201,47792,1,,102,202,205,244,263,275,288,297,303,307,316,316,324,335,341,343,359,362,372,380,385,391,393,397,399,405,407,436,449,452,462,477,1,
