64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
0.000713687,0.000714791,0.000718874,0.000723271,0.000731736,0.00073516,0.000738338,0.000750037,0.000750403,0.000756058,0.000761487,0.000767041,0.000779485,0.000788683,0.000791236,0.000797551,0.000801234,0.000806741,0.000808413,0.000821491,0.000832242,0.000832747,0.000833301,0.000837689,0.000853367,0.000865975,0.000873808,0.000877813,0.000889285,0.000889444,0.000894415,0.000897249,0.000903174,0.000905751,0.000907157,0.000907416,0.000908429,0.000909225,0.00091441,0.000922598,0.000922703,0.000923677,0.000925169,0.000928348,0.000933057,0.000937016,0.000938634,0.00094518,0.000945459,0.00095066,0.000951396,0.00095486,0.000955221,0.000957907,0.000960115,0.000965122,0.000966345,0.000966801,0.000968405,0.000974626,0.000974643,0.000976351,0.000977431,0.000983766,0.000984324,1
0.000624174,0.000627862,0.000633727,0.000637351,0.000644714,0.000652708,0.000656898,0.00065892,0.000663177,0.000667741,0.000673307,0.000682103,0.000685741,0.000696691,0.000697556,0.000700047,0.000702063,0.000703312,0.000706104,0.000709877,0.000715752,0.000721508,0.000729971,0.000732621,0.00073968,0.000745538,0.0007486,0.000752012,0.000755485,0.000756075,0.000763928,0.000765917,0.000793137,0.000794105,0.000804596,0.000813966,0.000817097,0.000819239,0.000822665,0.000823917,0.000827034,0.000830187,0.000833136,0.000841517,0.000845703,0.00085548,0.000861428,0.000865783,0.000866631,0.000867984,0.000874333,0.00087718,0.000884643,0.000886558,0.00089055,0.000890589,0.000895758,0.000897179,0.000897322,0.000898232,0.000905558,0.000911589,0.000915696,0.000923629,0.000929282,1
0.000750362,0.000756457,0.000759025,0.000761087,0.000765481,0.000786167,0.000786203,0.000798851,0.000803169,0.000804496,0.000805941,0.000815088,0.000818285,0.000827103,0.000835802,0.000842209,0.0008454,0.000849558,0.000850034,0.000855964,0.000857457,0.000860534,0.000867742,0.000867864,0.000867994,0.000871431,0.000873813,0.00087517,0.000876642,0.000889999,0.00089985,0.000902934,0.000909398,0.000912421,0.000917143,0.000921353,0.000929169,0.000931552,0.00093193,0.000931966,0.000943518,0.000946085,0.00094862,0.000952878,0.000958509,0.000962643,0.000968566,0.000972341,0.000974976,0.000978653,0.000998155,0.001001504,0.001010931,0.001014286,0.001020135,0.001025105,0.001031076,0.001041761,0.001049679,0.001050384,0.001051547,0.001054285,0.001067277,0.001073963,0.001076787,1
0.000666061,0.000675501,0.000679153,0.000688463,0.00069957,0.000723765,0.000728437,0.000730954,0.000734439,0.000734506,0.000735494,0.000741942,0.00074744,0.000752869,0.00075342,0.000754,0.000758149,0.000767792,0.000768378,0.000776946,0.00078373,0.000800741,0.000804953,0.000805755,0.000806819,0.000807163,0.00081764,0.000821603,0.000831478,0.000843036,0.000843849,0.00084785,0.000851567,0.000852029,0.000852942,0.000853874,0.000854338,0.000854367,0.000855123,0.000855151,0.000858273,0.00085854,0.000858835,0.000859448,0.000859655,0.000862431,0.000867926,0.000869483,0.000871316,0.000874452,0.00087536,0.00088166,0.000884419,0.00088486,0.000885091,0.000886402,0.000895877,0.000906128,0.000916627,0.000921747,0.000927109,0.000930011,0.000931642,0.000938622,0.000938822,1
0.000705217,0.000712769,0.000715521,0.00071864,0.000723036,0.000739982,0.000751039,0.00075559,0.000763469,0.000782596,0.000795751,0.000795851,0.000797469,0.000825825,0.000834615,0.000852311,0.000855321,0.000858928,0.000864155,0.000872995,0.000873633,0.000875425,0.000877221,0.000878901,0.000879962,0.00089188,0.000898362,0.000900255,0.000901752,0.000905757,0.000915304,0.000927606,0.000929947,0.000938495,0.000943018,0.000948092,0.000949445,0.000949776,0.000954213,0.000958131,0.000962404,0.000964122,0.000970649,0.000970761,0.000971262,0.000985208,0.000986163,0.000986847,0.000987322,0.000990113,0.00099376,0.001004727,0.001012875,0.001019115,0.001027804,0.001031009,0.001041791,0.001044564,0.001054467,0.001055692,0.001057191,0.001057597,0.001057819,0.001061919,0.001073369,1
0.000694284,0.000700759,0.000710988,0.000726077,0.00073057,0.000752109,0.000753812,0.000756129,0.000756454,0.000762769,0.000763216,0.000764045,0.000773244,0.000774388,0.000777648,0.000782977,0.000784848,0.000786996,0.000789426,0.000790624,0.000791515,0.000801339,0.000808646,0.000819153,0.00082484,0.000829594,0.000837161,0.000839105,0.000841001,0.000844985,0.000846129,0.000853379,0.000856797,0.000859787,0.000862547,0.000864676,0.000878647,0.000880589,0.000882316,0.000884329,0.000887537,0.000893895,0.000897817,0.00089812,0.000905573,0.000906574,0.000907402,0.00091144,0.000912999,0.000915563,0.000918825,0.000924347,0.000924937,0.000925809,0.000929039,0.000935135,0.000942902,0.000944074,0.000944585,0.000966649,0.000968104,0.000970593,0.000972585,0.000977583,0.000979325,1
0.00064938,0.00064975,0.000652752,0.000656822,0.000671318,0.000686196,0.000690251,0.000692181,0.000699131,0.000699142,0.000714019,0.000714164,0.00071725,0.000732361,0.00073629,0.000745692,0.000747327,0.000779013,0.000781611,0.000782736,0.000791975,0.000792096,0.000793032,0.000798659,0.000800381,0.000810476,0.000816792,0.000824992,0.000826207,0.000829495,0.000842166,0.000851102,0.000854436,0.000855536,0.000859655,0.000862484,0.00086844,0.00087803,0.00087843,0.000896187,0.000903851,0.000914664,0.000915458,0.00092407,0.000924734,0.000931385,0.000932043,0.000932139,0.000937147,0.000940079,0.000942403,0.000960359,0.000962268,0.000962524,0.000963239,0.00096438,0.000966779,0.000968483,0.000973146,0.000988769,0.000989929,0.000993016,0.000993711,0.001005473,0.001010495,1
0.000730475,0.000731644,0.000732098,0.00073214,0.000744562,0.000746516,0.000755967,0.000757852,0.000761386,0.000768351,0.0007717,0.000782961,0.000786301,0.000787194,0.00079873,0.000803575,0.000809702,0.000825608,0.000828065,0.000828219,0.000835193,0.000859794,0.000865864,0.000872866,0.000880118,0.000884694,0.00088525,0.000890349,0.000903912,0.000910174,0.000912385,0.000931815,0.000933275,0.000935364,0.000938175,0.000939708,0.000940115,0.000940697,0.000942536,0.000942737,0.000949487,0.000952818,0.00095676,0.000958513,0.000962584,0.000964889,0.000982532,0.000985402,0.000997284,0.000998488,0.001003175,0.001009614,0.001009901,0.001012096,0.001015743,0.001016871,0.001016953,0.001017216,0.001019254,0.001023656,0.001025322,0.001025918,0.00102641,0.001032936,0.001044062,1
0.000776582,0.000778811,0.000780543,0.000801158,0.000806332,0.000809814,0.000815227,0.000815492,0.000818317,0.000826831,0.000831621,0.000831656,0.000833233,0.000844868,0.000847866,0.000856476,0.000859017,0.000861993,0.000866677,0.000874974,0.000879637,0.000880887,0.000889417,0.000891744,0.000897108,0.000901552,0.000901919,0.00090225,0.000907681,0.000915145,0.000916318,0.000917197,0.000917384,0.000918982,0.000921415,0.000924492,0.000936023,0.000948758,0.000954611,0.000955767,0.000957491,0.000961674,0.000966165,0.000966796,0.000969025,0.00097041,0.000980449,0.000995597,0.001006141,0.001009645,0.001011831,0.001018482,0.001019919,0.001021015,0.001021918,0.00102444,0.00102551,0.001030487,0.001031989,0.001032218,0.001038735,0.001046697,0.001052986,0.001055164,0.001055237,1
