0.707937,0.62906,0.699878,0.972894,0.178755,0.668864,0.755067,0.724542,0.701343,0.999756,0.724054,0.186081,0.000977,0.645665,0.725275,0.620024,0.197558,0.455922,0.002198,0.53138,0.68718,0.517705,0.51917,0.437363,0.524298,0.528449,0.610012,0.339927,0.441758,0.368742,0.525275,0.272283
0.678388,0.683028,0.727228,0.96337,0.155067,0.643223,0.770452,0.718681,0.712576,1,0.75116,0.202442,0.025885,0.667399,0.721368,0.626618,0.233455,0.414164,0.000488,0.496459,0.669597,0.576068,0.429792,0.404884,0.507937,0.500122,0.507204,0.310379,0.443956,0.391941,0.532112,0.316484
0.622466,0.736752,0.755556,0.947985,0.11917,0.623687,0.771429,0.710623,0.737485,0.998535,0.782418,0.210256,0.067155,0.685226,0.722344,0.658608,0.266422,0.395116,0.000977,0.468376,0.675214,0.58022,0.413675,0.366789,0.526496,0.512576,0.482296,0.339194,0.467888,0.384615,0.514042,0.277656
0.600977,0.758242,0.765324,0.94188,0.084249,0.610989,0.77558,0.700855,0.757509,1,0.828327,0.247863,0.10696,0.708425,0.725519,0.701343,0.290598,0.365079,0.001221,0.443956,0.700366,0.557265,0.4442,0.384127,0.573626,0.45812,0.576068,0.276679,0.463004,0.287179,0.473993,0.234921
0.568498,0.795849,0.772161,0.906227,0.054212,0.596093,0.760928,0.691575,0.770696,0.967521,0.869109,0.293285,0.136508,0.719902,0.737241,0.750427,0.309402,0.336508,0.001465,0.412454,0.7116,0.623932,0.452747,0.372894,0.548962,0.469597,0.630281,0.297924,0.414896,0.39072,0.413919,0.228816
0.542613,0.827106,0.811722,0.871551,0.049084,0.588278,0.737241,0.682051,0.798291,0.937241,0.907692,0.3221,0.16337,0.723077,0.738462,0.789255,0.33431,0.320147,0.008303,0.371917,0.73602,0.616361,0.425153,0.366056,0.552869,0.477412,0.597802,0.325275,0.35116,0.476923,0.381441,0.24591
0.544322,0.826129,0.851771,0.853968,0.069353,0.59072,0.712576,0.675946,0.832235,0.909402,0.947741,0.374847,0.217094,0.738462,0.74359,0.824908,0.349695,0.301099,0.043468,0.33138,0.737973,0.684005,0.432234,0.371917,0.628083,0.52674,0.615385,0.355556,0.294506,0.406838,0.401221,0.231258
0.530403,0.841026,0.860318,0.840537,0.076679,0.575336,0.695482,0.66105,0.849329,0.886935,0.979731,0.417582,0.245177,0.754579,0.744322,0.84884,0.372894,0.292064,0.104518,0.285714,0.745299,0.703541,0.458364,0.359463,0.647131,0.56337,0.637363,0.427106,0.311111,0.41221,0.377045,0.26569
0.540171,0.838584,0.886691,0.816117,0.066422,0.538217,0.686447,0.647131,0.84884,0.855922,0.999512,0.465446,0.300855,0.750916,0.739194,0.858608,0.402442,0.283028,0.181685,0.240049,0.756044,0.688645,0.524542,0.387302,0.578266,0.598535,0.583639,0.464225,0.331624,0.425153,0.400488,0.282051
0.558974,0.81514,0.897924,0.789744,0.047619,0.481563,0.661783,0.62906,0.846887,0.818559,1,0.502076,0.362882,0.747497,0.731136,0.871062,0.430281,0.273993,0.273504,0.222222,0.752625,0.667643,0.538462,0.359219,0.542857,0.605128,0.521612,0.419048,0.374115,0.429792,0.404884,0.315018
0.578755,0.764347,0.917949,0.76044,0.057387,0.428571,0.63663,0.603175,0.866178,0.773138,0.999756,0.552137,0.425153,0.761905,0.716239,0.907448,0.459585,0.254457,0.33895,0.223932,0.737241,0.704762,0.547497,0.396093,0.530403,0.569719,0.479121,0.378755,0.39707,0.364347,0.40757,0.377778
0.57851,0.720879,0.947253,0.756532,0.082295,0.392186,0.590232,0.575092,0.879609,0.725519,0.999756,0.584127,0.486203,0.784371,0.69939,0.958242,0.498169,0.274481,0.398046,0.214896,0.727228,0.721856,0.501832,0.393651,0.560195,0.535775,0.475214,0.303785,0.460317,0.291331,0.421001,0.367766
0.554823,0.664469,0.953602,0.766545,0.092308,0.36044,0.570452,0.549939,0.894994,0.68254,1,0.607326,0.530647,0.773138,0.681807,0.990232,0.542125,0.319658,0.453968,0.204151,0.706471,0.739438,0.494017,0.370696,0.569231,0.502808,0.566789,0.320391,0.464957,0.222711,0.432723,0.359219
0.596581,0.617827,0.933089,0.783394,0.100855,0.31453,0.549939,0.518193,0.906471,0.632967,0.999756,0.622222,0.60464,0.744567,0.661294,0.999756,0.568254,0.372894,0.496215,0.219292,0.669109,0.788767,0.526252,0.452991,0.603907,0.53138,0.62149,0.324786,0.423687,0.208791,0.432967,0.399756
0.64591,0.53895,0.90989,0.807814,0.162393,0.266911,0.530159,0.47497,0.902564,0.584615,0.999756,0.635653,0.649084,0.725275,0.634432,0.999512,0.598779,0.411722,0.535531,0.240537,0.640537,0.832235,0.542857,0.554335,0.589744,0.538217,0.598535,0.336996,0.396337,0.230525,0.380952,0.49939
0.652503,0.512332,0.896703,0.824664,0.242002,0.223443,0.531868,0.447375,0.88083,0.542125,0.999267,0.631502,0.671306,0.71746,0.606349,0.999512,0.649573,0.415385,0.589499,0.293529,0.614652,0.847131,0.552869,0.533578,0.542369,0.508425,0.542125,0.390476,0.415873,0.279121,0.416361,0.405861
0.682051,0.484738,0.884738,0.842003,0.284737,0.186325,0.525519,0.416117,0.857387,0.499634,1,0.628571,0.707204,0.70696,0.569475,1,0.689866,0.408791,0.636874,0.318193,0.565568,0.845421,0.569719,0.485959,0.463004,0.571429,0.55409,0.428083,0.453724,0.387057,0.429548,0.42149
0.695482,0.44127,0.877656,0.846887,0.316728,0.146764,0.509646,0.389988,0.840537,0.435165,1,0.670085,0.750183,0.709158,0.536752,1,0.736996,0.447619,0.682051,0.325275,0.515751,0.863248,0.587057,0.450549,0.443956,0.531136,0.566789,0.41514,0.397558,0.424908,0.48083,0.436874
0.653968,0.397802,0.892064,0.843712,0.361172,0.118926,0.512332,0.369475,0.831746,0.377534,1,0.69304,0.787302,0.687912,0.491819,1,0.762637,0.500366,0.729182,0.332357,0.436874,0.83834,0.570452,0.4,0.408303,0.518926,0.556532,0.375336,0.356288,0.457387,0.444444,0.427106
0.608547,0.319414,0.869353,0.829792,0.37851,0.107692,0.491087,0.35116,0.818803,0.347985,0.999756,0.688889,0.81978,0.663492,0.454457,0.99707,0.755556,0.569719,0.757021,0.368254,0.375824,0.828571,0.559219,0.318437,0.410501,0.518193,0.560684,0.383394,0.40928,0.504029,0.341636,0.386325
0.562637,0.241026,0.852503,0.825153,0.36044,0.113797,0.462759,0.338706,0.803175,0.326984,0.97851,0.702564,0.853236,0.64127,0.4337,0.971429,0.757021,0.603175,0.770696,0.42442,0.31917,0.848352,0.524542,0.259096,0.415385,0.539194,0.580952,0.344567,0.473016,0.49939,0.300366,0.419048
