1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Class
765.923788,5.185743084,4.264493964,6.562827937,2.701372266,4.211347399,4.30388122,4.547916865,2.083505453,2.9925842,2.102556366,1.797523607,4.503435624,2.554993845,3.551950058,4.485818522,car
765.5688205,4.186888263,6.955722474,4.255986195,4.663660149,3.632114891,4.93475662,4.46292464,1.80739517,3.5079036,3.367081037,2.822665063,3.993096618,2.509254141,2.461824267,3.408821195,car
766.9854477,5.03643226,6.314003268,7.241242214,3.219113173,3.657122683,10.46941806,3.020514903,3.719409098,4.266164344,2.885391626,3.144327541,3.953249369,2.826035278,3.447475273,2.652447203,car
765.3314943,4.336456994,6.424241562,5.099347381,2.573855462,2.865589809,8.04833752,3.809055332,1.432614277,1.953977416,2.433344741,2.873383583,3.01053615,2.889253568,4.710707954,3.158249415,car
760.2433941,5.31849373,6.572908934,5.482012793,3.270223587,3.218495132,5.83365779,3.343137136,1.660110352,2.140659242,3.049133857,2.132107587,3.597150289,2.91763748,2.231115319,2.446730176,car
763.5511771,5.362523162,5.910456403,4.928515557,4.530353187,4.620186713,6.862160792,4.681755687,2.172597848,2.343281144,4.468892015,3.663946476,3.702544662,3.947527923,3.391905083,3.182019715,car
764.0223896,4.576977226,3.086775722,6.123109381,1.67080672,3.475859297,3.974125451,3.373780279,2.228090714,2.280079362,3.032846349,1.606832447,3.530324644,1.882811307,2.388718874,3.05988576,car
764.6345017,4.967921888,6.270789906,5.379547227,2.963097491,3.919046182,6.077890026,4.29817327,1.47361974,1.894200591,2.885644205,3.045420145,2.912792252,3.579259783,3.45862109,4.321916686,car
761.2999452,5.847515536,4.13957305,5.118767865,2.586989065,2.187846978,4.239313228,2.933130388,2.086570293,2.237348371,2.986414163,2.415865347,1.711558156,2.218076778,2.558081761,2.359086623,car
784.9634357,15.94128731,6.032836779,26.34830011,1.480920846,4.045334506,3.345358526,9.789677788,0.461053679,1.340680064,0.80227901,1.679666477,0.859875427,1.112536321,0.914972972,1.03282954,car
779.1227603,24.79758767,2.700543744,13.19117922,1.014323567,2.565406031,1.443316828,2.09275316,0.382962077,0.853979953,0.460691081,0.79965799,0.502957456,0.456525427,0.577729501,0.676965673,car
782.4980158,15.972556,2.606666151,11.61325753,0.929483031,1.899231643,1.480478181,3.059782519,0.443452762,0.974501606,0.682375165,1.189392343,0.542580651,0.529879026,0.688586063,0.491198402,car
776.2986058,21.09876049,2.781474133,12.81931323,1.923907851,2.07028119,1.761582589,4.016926223,0.502934336,0.900805129,0.736438827,1.545302132,1.067397075,1.029710815,1.010192695,0.724768537,car
771.3262979,5.936526329,1.376564033,3.510841854,0.768895088,0.960123628,1.073842515,1.368093095,0.277710977,0.520000174,0.511142671,0.617344471,0.638265075,0.665437772,0.482570348,0.563520407,car
774.6271559,63.4485769,2.482581249,55.59009664,1.395369625,10.30204103,1.298075796,8.430716969,0.987466453,2.911046746,1.080043046,2.456229949,2.015988696,1.929824394,0.887196753,1.230351157,car
780.4524503,13.32479909,2.549321173,7.015622486,0.591143341,2.562442473,0.975807607,2.550808995,0.38648042,0.597404584,0.466330473,0.679053457,0.587420036,0.623153288,0.654112372,0.5824014,car
776.9598204,11.00962154,4.034021702,5.015160097,1.164787858,1.102226916,1.375364035,1.801782771,0.575991658,0.575842666,0.585632875,0.532073987,0.769016604,0.445587596,0.778432379,0.646853387,car
777.5243941,72.44218588,2.86932285,46.3991969,1.702168787,10.55898789,1.87392851,8.967877947,0.377723427,2.323814092,0.661894247,2.248309674,0.63083045,1.321054468,0.772827196,1.053139072,car
793.3023205,25.2092052,3.761151723,22.07895495,0.909164136,3.833966409,1.729897922,5.729646298,0.403654378,1.063258104,0.498518918,1.3686385,0.51706322,0.506878521,0.562463666,0.643032754,car
834.8279379,54.56442323,13.33486093,31.95727441,3.42666852,5.291509789,4.520218182,4.313554225,0.718508448,1.483069984,1.132849054,0.909582343,0.697921652,1.183832042,1.50932295,0.965728805,car
772.7741128,3.8207291,1.046807671,2.043209474,0.504495695,0.783825935,1.064638166,1.269546858,0.306838967,0.431331631,0.658033412,0.462014501,0.5491703,0.414379512,0.557905813,0.368089952,car
772.1793465,39.86068229,4.814490958,25.54680724,1.932415167,4.940807994,2.591104826,4.728462556,0.546813289,1.65783812,2.104882726,1.282139046,0.752328784,0.859735208,1.611024374,1.261489476,car
785.4164979,18.20722751,2.388419604,12.21069977,0.89370108,2.442180386,2.900937924,2.448005644,0.302997128,0.842211509,1.19625575,0.680188853,0.450205473,0.805062242,0.519760652,0.461737855,car
792.0470279,25.0544647,4.161797745,12.9284608,1.296717865,2.955023647,1.540888666,2.634519853,0.486202928,0.929724741,0.669811509,0.623731526,0.509122907,0.59942947,0.49066356,0.785646966,car
781.6380398,14.04004599,4.396410209,6.899787512,1.473144286,1.787799975,3.469807558,1.932423497,0.421933047,0.60106874,1.012851857,0.877974777,0.593442672,0.875423072,0.908497899,0.68721327,car
773.7540836,5.220552073,1.517499574,5.903071934,1.171823261,1.727812298,0.935136418,1.394306759,0.318954434,0.674375068,0.454434219,0.59413629,0.556700528,0.738757859,0.27959317,0.420563879,car
777.763634,4.548499114,52.60466378,28.15646964,3.43146879,3.328256334,24.25418062,13.36447617,1.302542496,1.071959532,5.792093256,3.418662656,1.771362566,1.147621365,3.718352811,3.324014107,car
773.4179412,25.37236648,2.627472544,19.51210653,5.408015729,8.139245021,2.499899464,6.077298404,0.818794868,2.44357108,1.691118971,2.995198527,4.330248126,3.05638525,1.829709376,2.844468135,car
774.5672195,8.129280965,7.151760842,20.82418102,4.378837248,6.276984254,6.22411879,7.693748289,0.88979126,1.475468232,2.299270546,2.624102882,2.561602492,3.230344509,1.865850706,2.85873096,car
780.3395272,7.486569667,12.47544429,16.38572839,3.007926581,3.695536725,5.984907961,8.006923202,0.732716194,1.325732122,1.856049316,2.151125745,2.794418886,1.812062618,1.775520714,2.622649744,car
776.7114163,8.612755077,23.13454384,10.94028905,4.478690904,7.197479537,5.704510056,13.49256095,1.195971565,1.528923011,2.383146227,2.964675767,2.265670503,3.288714852,2.12354035,3.373342073,car
769.5180172,4.652678493,3.548439465,8.490096917,2.255753725,6.092399007,4.395994331,4.775926083,0.92988252,1.369561354,1.265555682,1.732960923,2.879040174,6.540592127,1.94894506,3.440716169,car
775.4781732,46.59759546,3.637455271,29.69682273,1.417485885,7.688607513,2.491388169,7.616293913,8.373461818,6.997687193,1.35216746,4.032914033,1.590866835,1.935361956,0.926994882,1.379547055,car
772.1506528,2.216002654,10.05774164,4.923973996,1.475826141,2.304860119,5.661923323,4.186185135,0.543835137,0.799733834,1.41823225,1.859533568,0.665136845,0.803349238,1.462672947,1.497229241,car
775.8249842,20.23112,3.998932518,59.30972789,2.800268504,6.453265621,3.265675553,3.599915288,0.85245715,5.510519069,1.11146648,2.16205171,3.546954064,1.901147053,1.457526422,1.773114364,car
773.5647444,2.829652851,8.249762742,8.658605187,1.300097033,1.397893885,4.958225062,4.711327414,0.390515969,0.699261417,1.594022162,1.278580574,1.288302923,1.083268815,1.310212395,1.256385945,car
775.7973659,43.55127484,2.088546132,46.70213298,3.113950804,9.956602698,2.145653227,9.209402274,0.468605236,2.783961177,0.77859889,3.405660016,2.109591031,1.665906309,0.961216517,1.518501257,car
774.3042519,3.834044262,15.68494378,9.401823808,1.308395609,1.217823204,7.146047221,4.426563857,0.711114375,0.813575041,1.763519817,1.417415736,0.676640018,1.028500036,1.415529863,1.772942218,car
777.2123155,66.9770011,4.387932469,48.49302245,1.21054611,10.88050351,3.378295902,10.15706374,1.571792121,4.230378315,1.144210253,4.436110867,0.812631468,2.439250623,1.134295412,1.377834134,car
772.7272827,15.66193549,4.756010818,25.53447783,1.354950565,3.672918272,3.071918737,8.644042007,0.379293605,1.424446987,0.767445014,2.08829679,0.705251888,0.74935829,0.84124751,1.190247129,car
772.3973517,2.571308038,1.111688028,3.010141081,0.858142144,1.270146128,1.256203019,1.849680224,0.245323034,0.380738224,0.407878329,0.498316576,1.009467479,0.734475503,0.579818441,0.377553682,car
772.3973517,2.571308038,1.111688028,3.010141081,0.858142144,1.270146128,1.256203019,1.849680224,0.245323034,0.380738224,0.407878329,0.498316576,1.009467479,0.734475503,0.579818441,0.377553682,car
779.4613589,16.87044737,1.93789034,8.104823339,0.609475981,1.463504525,0.777043144,0.920051842,0.11885207,0.358861349,0.194564172,0.246932723,0.116356636,0.181627635,0.12666234,0.125546842,car
774.2647948,14.20327558,10.34448598,27.26114016,2.167572985,5.905968989,6.811502269,14.76032392,0.696425759,1.707937656,1.434744348,3.227630284,1.951735989,2.011860032,1.701777473,3.542341954,car
775.1099337,3.454304247,0.682083987,1.909205915,0.297531249,0.812305069,0.696179705,0.781136848,0.16484336,0.436140759,0.313892679,0.363279958,0.551179824,0.3903182,0.38654571,0.440191173,car
777.3922228,14.49459004,4.52334235,18.00937204,1.221860397,2.600421595,3.895251745,7.805246884,0.289820157,0.846918599,0.64024193,1.670059146,0.556978718,0.71399143,1.149232267,1.197904724,car
816.8851037,70.45981562,6.656419199,45.05064009,2.155206191,9.252340633,4.1564664,8.517907145,0.640951867,1.847350658,0.712743632,2.104993114,0.970100478,1.083755072,0.635988824,1.04324597,car
776.3609619,7.151757362,5.260579401,19.16140566,1.347058782,2.852726159,2.790121607,9.013280208,0.413285748,0.783249005,0.961118871,1.892040624,0.981048861,0.792999014,0.503522912,0.942248362,car
771.5646917,3.759187741,1.161027938,8.082813463,0.789534118,1.783612667,1.31235251,0.85538928,0.275368349,0.453448461,0.578498132,0.512631565,0.661291477,0.649388867,0.359305166,0.478540506,car
786.8481348,24.4590615,5.160102578,22.07772146,1.074132446,4.091996181,3.09721681,6.314810439,0.387765201,1.162528746,0.635861323,1.639745522,0.564267647,0.588745125,0.859786559,0.970507827,car
775.8957493,71.32756235,2.81107619,51.62424032,0.787654618,10.53835132,1.796837872,9.691525137,0.342638937,2.903432682,0.976763153,3.02400901,0.754465453,1.74801976,0.734537826,1.085689778,car
768.1986751,2.755235417,0.624925989,1.022443019,0.310056483,0.76672324,0.621514204,0.677708776,0.454581004,0.260723999,0.437477383,0.300230889,0.254328418,0.289180194,0.454808623,0.30219561,car
769.4567101,11.52945616,6.592959715,25.69081043,1.62999643,3.738537492,3.205911096,7.812662475,1.061477293,1.193812026,1.45183518,2.876567948,0.882270395,0.618993259,1.11023362,1.31856533,car
770.4962213,5.389303848,1.809755159,2.808830716,0.510227226,1.17530051,1.577402376,1.565357593,0.392279018,0.817149605,0.986096032,0.443866744,0.508081694,0.536693611,1.011498927,0.938495759,car
764.5089238,10.23646816,6.117551548,25.3465779,1.40246927,3.7492747,2.811334917,7.45911397,0.532942579,0.936806021,1.026834823,2.20426553,0.594696405,0.632342703,0.821327253,1.480097527,car
764.4701348,2.690620912,0.951485793,1.17340239,0.303729285,0.527572252,1.401914158,0.936103763,0.330334071,0.276355125,0.479059816,0.572222841,0.287271513,0.374420069,0.513906695,0.461677733,car
761.1879559,9.646263928,6.910423801,20.78591165,1.95416904,4.771331419,2.846289598,8.281140136,0.679676043,0.96169863,1.178101698,1.685813703,0.435021456,0.883359318,0.670763536,1.422656726,car
752.1714359,1.482296872,0.610604088,0.884423881,0.151500889,0.38669532,0.332943922,0.408272012,0.166062072,0.206473968,0.307878865,0.241557545,0.166166882,0.172934126,0.219196342,0.227761411,car
753.5292082,5.799423759,0.77590205,7.13113901,0.537144493,1.573053015,1.502711983,2.541920773,0.275413685,0.641618454,0.420467893,0.568320822,0.422543131,0.752126546,0.364704247,0.582136902,car
749.1654916,5.478929002,1.124036169,8.363682282,0.402897459,1.432857394,0.655051795,2.844544065,0.34655207,0.543753331,0.278232405,0.764188025,0.218818475,0.380375074,0.341269351,0.498638854,car
744.8491976,1.895799561,0.905352422,1.431353576,0.155407918,0.595929281,0.800498294,0.681599425,0.320734051,0.251918721,0.705928302,0.304480627,0.184706385,0.383560633,0.437236316,0.428502556,car
740.1193567,4.053267695,0.745595918,5.185633936,0.210029685,1.039281605,0.583160409,1.31657589,0.240641971,0.400929221,0.259441454,0.71178058,0.20520729,0.220503769,0.339096714,0.332111241,car
735.5802628,1.380144532,0.233423765,0.645991984,0.218169042,0.217521721,0.409877261,0.334366671,0.213151682,0.143494765,0.175395561,0.22204239,0.135735503,0.184362897,0.336299922,0.152130014,car
735.241169,5.6991272,1.292453956,8.241694873,0.283906966,1.319882333,0.659252849,2.5999552,0.327808095,0.493609669,0.489219875,0.899914352,0.243175946,0.368612719,0.415792054,0.395117152,car
746.816555,7.009605319,3.42018277,16.14826896,0.795108972,2.675628726,1.364116249,4.651256699,0.333389757,0.65111612,0.576314817,1.427805895,0.30050969,0.362640739,0.424083699,0.966129442,car
746.3589442,2.389324048,1.27135801,1.199676732,0.34578922,0.385841257,0.625856577,0.381721152,0.242935016,0.245847973,0.421355234,0.306753152,0.307390774,0.228706772,0.543356788,0.451277913,car
758.4960164,8.242442503,8.503531106,24.23231981,1.338019834,3.38614862,2.894742299,8.10552603,0.681506685,1.228963913,1.018563114,2.442804689,0.404463089,0.518113007,0.810124123,1.162316427,car
760.7105161,3.796055745,1.421994405,2.088364446,0.515280279,1.853650668,1.041918073,2.313857436,0.500900249,0.598760209,0.669362565,0.674977697,0.369439797,0.846121969,1.274652311,1.177298816,car
755.2730601,4.721736042,2.284576107,9.634534044,0.436532164,2.068337463,0.774246021,2.694399905,0.419675764,0.622074373,0.653138191,1.022576773,0.310918277,0.520660454,0.676351748,0.505211567,car
735.9980139,6.023131141,1.699908443,9.189051165,0.541001448,1.473624139,0.603615143,2.864921746,0.258124401,0.658142513,0.479911381,0.732221355,0.299086784,0.461716543,0.782445515,0.7548669,car
742.0677492,8.469444975,4.582174203,18.67309523,1.086883703,2.581980691,1.374308574,5.197786659,0.6652603,0.738109088,0.638055406,1.433085486,0.562192932,0.463519848,0.515309523,0.877600069,car
747.8280357,2.453558874,0.604556864,1.216261647,0.242787613,0.415186651,0.861844032,0.732542828,0.306373078,0.392442226,0.343047105,0.45113219,0.216909018,0.44709356,0.350726351,0.407119339,car
750.8165102,7.551103535,3.139285296,16.11196075,0.838947454,2.47383205,1.394355713,4.810297188,0.526683758,0.886011318,0.502953302,1.111070931,0.408255166,0.47805463,0.629994196,0.82194874,car
748.3774942,2.295496374,1.515233954,1.114171383,0.285241195,0.507365238,1.418211371,0.638987326,0.250407199,0.378849627,0.610025488,0.561204162,0.270557362,0.384900257,0.597070272,0.28125696,car
744.0280934,6.697066544,2.45535916,12.17664964,0.928178969,1.477943464,1.261936659,3.382706903,0.349553633,0.43494373,0.507477537,1.380492449,0.35081942,0.511764474,0.399093861,0.552682427,car
750.2239198,14.57127053,7.320751024,32.19062926,1.419798784,3.931281755,2.77676128,11.32944943,0.379307234,1.420143425,0.878147264,2.704433737,0.720034209,0.558260359,0.780422615,1.437603047,car
741.5513908,4.728790451,2.379326892,9.448596522,0.430490058,1.377314785,0.892546721,3.407996154,0.301330108,0.576630063,0.624481321,0.692901872,0.317485151,0.313154266,0.495658839,0.42678198,car
742.9062393,2.373152226,0.840349217,2.167944937,0.245196093,0.60657419,0.77818405,0.485252217,0.353536482,0.308245103,0.584707954,0.402769293,0.181774103,0.378971933,0.377010596,0.38455624,car
736.758699,2.818606053,3.663589636,8.005561729,0.600714279,1.016774142,1.509331273,3.084898131,0.560897474,0.408041791,0.760510415,0.86308739,0.200043827,0.415462355,0.618940251,0.692375692,car
740.0384069,2.824189824,1.714063051,7.144864758,0.338014789,0.927141428,0.931050959,2.201068322,0.381833392,0.633616755,0.41543329,0.632133027,0.348518767,0.182192396,0.370330581,0.360950064,car
737.9664041,1.474463914,1.540372556,4.291988988,0.403716987,0.493843059,0.664378007,1.315523461,0.480275828,0.306193929,0.321686963,0.413935298,0.197569438,0.267030137,0.159044719,0.492103635,car
780.3521225,11.65605374,4.715085578,15.25627007,0.507600527,1.862024389,1.826753599,5.356401496,0.248361798,0.580434932,0.365265018,1.006318826,0.332986896,0.861833286,0.565280115,0.806637558,car
783.5156369,17.84485642,1.795148284,12.94185471,0.237728929,2.31581183,1.063967352,3.507946517,0.079623584,0.496598333,0.224672216,0.734732284,0.079063456,0.265848986,0.241620573,0.207655879,car
775.8057091,15.05437244,1.590205113,15.46846457,0.329703405,2.890808333,0.89342212,2.176688453,0.067342125,0.599955954,0.153120228,0.463043745,0.165855327,0.188431158,0.169254549,0.210841593,car
788.3931325,24.99594465,3.939546209,6.608542158,0.852504832,1.381053301,2.558532159,1.393394067,0.191077126,0.312381434,0.462300594,0.363933595,0.284118408,0.419351011,0.220457102,0.242218478,car
780.7494152,11.51647087,11.83347868,18.49776047,1.400121987,3.195262578,4.671409856,8.60824892,0.426532667,0.762544394,1.032898134,1.788902951,0.43089518,0.640042197,0.797575699,1.221946163,car
792.2552235,11.47474893,6.94108539,15.55836004,1.384085383,2.880016734,2.038314476,5.446877612,0.338997865,0.436008286,0.625920099,1.270784971,0.798681038,0.926889883,0.570992051,0.773798965,car
784.4377341,12.73548626,27.13587623,41.29056497,4.047389045,5.17323159,17.40793056,13.63925389,0.486536068,0.692087284,3.847067908,2.891969165,1.032697272,1.453844003,1.774887672,1.989321598,car
791.2449311,8.365604837,40.85281061,24.77538619,4.382838654,3.348609556,14.51700086,16.47116762,0.879669232,0.86185003,2.937016139,3.430590171,0.756248217,0.997697179,1.896324668,1.985683322,car
789.9610582,12.86975342,4.071702242,8.295582994,2.319269742,1.839801109,2.625396732,3.830089262,0.448277419,0.349231545,0.654041957,0.679960301,1.499276847,0.855705112,0.554331726,0.736684311,car
783.6958489,15.16821551,3.67296904,9.552006026,0.761938615,3.680871296,2.343258257,2.136514334,0.203758707,0.660856232,0.463596675,0.370839291,0.524243963,0.740824911,0.389390907,0.509637507,car
779.0753729,11.45752757,3.353273941,4.250905873,0.712440748,1.198235756,1.391564754,1.285302225,0.209677047,0.28335398,0.316276403,0.227940335,0.643993565,0.234499639,0.320428239,0.17352886,car
778.4830172,33.11280185,26.18671599,56.08283651,1.373963019,7.29471592,29.36553142,13.03869466,0.233911912,1.654141366,4.729931186,2.543305582,0.551999931,1.431171532,7.545112119,2.509493746,trucks
788.0094654,128.3507715,14.51621094,69.04999244,1.212302314,15.58293216,20.35023164,17.04163108,0.235373324,3.177521645,3.460084958,3.631633705,0.372667373,0.980836457,2.494553178,0.72831453,trucks
827.6952141,187.2183923,20.98587639,76.2519224,4.002832,16.33135873,3.879047966,7.608989316,0.880300618,3.802593383,0.762642325,1.861334803,0.370069417,0.57718163,0.564574918,0.596789357,trucks
825.555229,211.1623421,20.91529524,92.44701496,3.812127512,18.0594808,4.771157612,11.65326707,0.866996206,4.470550301,0.940376962,2.584519548,0.381264348,0.601467942,1.133597171,0.6723886,trucks
779.9317119,73.36440184,8.287960864,100.2924606,0.696467727,16.57182789,4.404531746,21.40211594,0.151832629,3.680588034,0.768483071,4.705104008,0.307540635,1.006074924,0.937852773,1.059936394,trucks
779.9611045,52.86604744,8.164209993,67.94220591,1.024248705,11.28516972,7.06759639,15.68723293,0.151454584,2.553016479,1.182073407,3.369966139,0.57466239,0.939171445,1.705175989,1.094273922,trucks
786.1305368,78.44152311,4.029537906,84.1094073,0.693820941,15.86827962,4.083523702,14.69675841,0.086449784,3.472764947,0.747177868,3.203030491,0.344629704,0.569972829,0.591904274,0.698740888,trucks
779.6084062,104.5305104,6.653253502,72.47372274,1.081436888,13.2293062,1.779557619,9.144570066,0.143991818,3.174821072,0.413484851,2.140626846,0.211340566,0.488124062,0.50025053,0.540784403,trucks
796.2605764,135.9501122,6.398654079,80.37442597,1.125964124,15.93676405,2.022595813,10.44049453,0.228918318,3.699209852,0.435971071,2.557585546,0.12312258,0.540441238,0.219910614,0.443070026,trucks
783.6161005,131.7018344,5.962127975,97.62477267,0.849479284,19.23097081,3.917436338,14.54528658,0.178877557,4.375588063,0.674211525,3.245421711,0.165292021,0.865403551,0.635125476,0.729392241,trucks
783.6936626,152.5518794,10.3449376,92.97436742,0.877162013,15.69803556,6.366056877,19.76163374,0.126535011,3.843927863,1.131672844,4.837252426,0.203475265,1.627911563,1.504658985,0.985125457,trucks
786.3662617,75.33320213,8.933542891,117.1836557,1.340655237,18.81830235,4.33343243,30.22516994,0.304380934,4.156941931,0.724146239,6.519777908,0.159924937,0.739081171,0.746284963,1.518968304,trucks
781.402347,82.36351653,8.597632572,125.9861017,1.281630928,19.3392666,2.784093293,30.65608021,0.278260963,4.252754587,0.660392005,6.89455057,0.164377529,1.16323147,0.333099486,1.675628716,trucks
780.8601068,77.0881236,3.223816329,96.7446797,0.428215429,15.09355938,1.42999943,20.74323521,0.154949073,3.549307208,0.305154492,4.618695129,0.059527355,0.815463801,0.215221479,1.147132954,trucks
777.1693569,78.13333211,2.663331123,67.07833336,0.222059685,11.22621992,1.646596438,8.83812447,0.063145738,2.695986266,0.299494534,2.177198225,0.068750976,0.653412575,0.197341439,0.644862101,trucks
785.8056902,76.15127864,6.360808894,101.1156994,1.137063556,14.83200795,3.697132109,24.26047216,0.343953712,3.475907949,0.777888967,5.336474903,0.28888746,0.945283811,0.30140355,1.227942708,trucks
785.2909218,43.26042787,13.02041049,62.60161371,1.91409163,8.589165442,4.319886897,19.18236569,0.481744436,2.07653071,0.903480715,4.062435219,0.480228727,0.690746737,0.483440189,1.186270553,trucks
779.4039126,32.30037623,14.59940743,56.88439898,1.782177864,7.829360045,4.156154238,16.69446459,0.43798966,1.644034128,0.889452509,3.855640908,0.540373228,0.563855767,0.430159574,1.261379575,trucks
789.5345132,36.63393446,17.57651168,70.72823109,2.328656441,9.565115253,6.468931451,19.13068348,0.471431638,1.982141956,1.30903567,4.571650571,0.326967155,0.723803373,0.650110815,1.521439812,trucks
780.432117,22.90997575,11.92393333,42.34517015,1.456037276,5.11764777,5.674440827,14.42415101,0.328162883,1.045483924,1.23606791,2.984029459,0.261870068,0.33509312,0.554508379,1.077453894,trucks
779.73939,18.45426681,14.2844315,45.66310193,1.88728898,5.505538153,5.843837639,13.86626821,0.365587807,1.163507223,1.130306755,2.977418804,0.188312077,0.469769999,0.69714936,1.277241626,trucks
789.8368107,10.15931072,1.308260441,3.054129789,0.76012265,1.150929685,0.685994461,1.286137395,0.502090343,0.445559087,0.212730051,0.537179165,0.45579043,0.777728998,0.304155114,0.451196702,trucks
786.4204792,7.850294917,1.681655371,2.443727075,0.816303217,1.084943331,0.414694246,0.68636486,0.434143508,0.403106329,0.322571561,0.507236117,0.422307141,0.673535401,0.253596641,0.498339246,trucks
787.4575958,9.091379287,1.511636328,2.592467541,0.683254091,1.477357543,0.518984679,0.645307856,0.209317004,0.436362319,0.256991122,0.454897249,0.537854696,0.590608373,0.314015908,0.486650017,trucks
802.5658206,13.9848478,3.334309564,4.501547664,1.047942169,1.641784825,0.977562095,1.301015578,0.35365158,0.451067907,0.202238688,0.536696528,0.43710252,0.510836281,0.299755544,0.462312142,trucks
789.4890893,8.662184337,1.6761153,2.772078824,0.91421679,0.991589766,0.837206079,1.499685531,0.341102999,0.450009856,0.328507107,0.440468495,0.546825069,0.573148878,0.385914378,0.561091011,trucks
799.8520808,9.943713023,2.353711017,4.766500889,0.919546316,1.510136247,1.35331983,1.695922336,0.301694628,0.746769735,0.445663308,0.570449345,0.538303025,1.030355894,0.480626905,0.573011768,trucks
793.4552318,14.35199005,3.456975895,6.82902225,1.300612902,1.580842816,1.010256097,1.068950472,0.388883864,0.542548977,0.538953176,0.392930792,0.50742836,0.540237262,0.447871504,0.450094257,trucks
792.6529113,9.20333941,3.115520509,3.513019137,0.927406983,0.942904942,0.5973023,0.83802507,0.52584717,0.420531061,0.299073936,0.327974613,0.483875503,0.723210567,0.461357889,0.779537032,trucks
788.7734417,5.871116434,1.352659746,4.656233369,0.587627915,1.204128375,0.81346985,1.563771524,0.284821683,0.637968664,0.377861875,0.814064258,0.398798725,0.589596746,0.440594928,0.520287611,trucks
789.2499926,10.55562411,1.738620442,3.901435272,0.791675677,1.264138027,0.647005314,1.98887031,0.435589466,0.662296347,0.396045286,0.545109347,0.513237079,0.685496555,0.402459265,0.744459308,trucks
798.3518692,9.913709401,1.829031026,3.365838025,0.992179664,1.037137359,0.737942048,1.225431405,0.375589833,0.458085317,0.562190434,0.449702031,0.485347248,0.650719593,0.289468082,0.566912786,trucks
