0.484249,0.214896,0.601221,0.596825,0.330403,0.638828,0.448596,0.345299,0.6442,0.564347,0.507448,0.359707,0.284493,0.712821,0.712576,0.483761,0.560928,0.318926,0.445177,0.463248,0.637851,0.530647,0.586081,0.406838,0.582662,0.346764,0.383883,0.536264,0.639316,0.367766,0.236386,0.589255,0.418559,0.358486,0.681807,0.631258,0.488889,0.617582,0.370696,0.446642,0.659585,0.346276,0.592186,0.324298,0.510134,0.531868,0.460073,0.620269,0.211477,0.672039,0.694994,0.506471,0.506471,0.313309,0.234921,0.418315,0.637607,0.204884,0.371184,0.618315,0.584127,0.376801,0.634188,0.444933,0.585104,0.443956,0.608059,0.432479,0.508181,0.443712,0.532357,0.585592,0.557753,0.542613,0.446886,0.67619,0.500855,0.416117,0.464469,0.372161,0.379487,0.615629,0.457631,0.664713,0.503541,0.408303,0.595849,0.567277,0.536264,0.605861,0.739194,0.463004,0.707937,0.62906,0.699878,0.972894,0.178755,0.668864,0.755067,0.724542,0.701343,0.999756,0.724054,0.186081,0.000977,0.645665,0.725275,0.620024,0.197558,0.455922,0.002198,0.53138,0.68718,0.517705,0.51917,0.437363,0.524298,0.528449,0.610012,0.339927
0.450794,0.21978,0.632479,0.414164,0.333333,0.690598,0.362393,0.363858,0.488889,0.557753,0.559707,0.416361,0.244444,0.671062,0.794872,0.414652,0.488645,0.270085,0.482051,0.341148,0.642247,0.497436,0.579731,0.407082,0.648107,0.385836,0.467643,0.511844,0.599512,0.321856,0.321123,0.529182,0.49939,0.377045,0.694994,0.606593,0.469597,0.689866,0.300855,0.575336,0.62735,0.369475,0.589255,0.563126,0.469597,0.592186,0.387057,0.597558,0.356044,0.600733,0.647131,0.532601,0.532601,0.305739,0.295971,0.394872,0.622222,0.263736,0.425641,0.598779,0.573138,0.324786,0.628816,0.371673,0.556777,0.378266,0.518193,0.492552,0.481075,0.452991,0.578266,0.5558,0.52381,0.494506,0.430281,0.608791,0.515751,0.334799,0.388034,0.432234,0.389499,0.579243,0.475214,0.609768,0.498169,0.457875,0.583883,0.534066,0.510379,0.540171,0.69011,0.521368,0.678388,0.683028,0.727228,0.96337,0.155067,0.643223,0.770452,0.718681,0.712576,1,0.75116,0.202442,0.025885,0.667399,0.721368,0.626618,0.233455,0.414164,0.000488,0.496459,0.669597,0.576068,0.429792,0.404884,0.507937,0.500122,0.507204,0.310379
0.544078,0.248107,0.579976,0.319902,0.38486,0.735287,0.340904,0.385836,0.310623,0.465446,0.617582,0.469841,0.321612,0.587546,0.846398,0.521612,0.457387,0.384127,0.636874,0.336264,0.593407,0.466422,0.56337,0.369963,0.586569,0.484005,0.552625,0.524054,0.61685,0.324542,0.336264,0.510379,0.491819,0.377534,0.684493,0.507692,0.43956,0.742613,0.388767,0.630281,0.617338,0.368498,0.530403,0.774115,0.450794,0.668132,0.341636,0.489866,0.417582,0.608547,0.672772,0.527473,0.527473,0.342125,0.393651,0.362637,0.623687,0.357021,0.530403,0.600977,0.50525,0.322344,0.608303,0.229548,0.587057,0.329426,0.4337,0.522589,0.465201,0.430281,0.598779,0.526007,0.482784,0.466422,0.38486,0.61221,0.557509,0.280098,0.37558,0.455433,0.393162,0.533578,0.513309,0.532357,0.484249,0.491575,0.565568,0.426374,0.527961,0.521856,0.672039,0.540415,0.622466,0.736752,0.755556,0.947985,0.11917,0.623687,0.771429,0.710623,0.737485,0.998535,0.782418,0.210256,0.067155,0.685226,0.722344,0.658608,0.266422,0.395116,0.000977,0.468376,0.675214,0.58022,0.413675,0.366789,0.526496,0.512576,0.482296,0.339194
0.581929,0.290598,0.496459,0.404396,0.543101,0.607082,0.380708,0.28083,0.260317,0.454457,0.70525,0.432723,0.448107,0.48083,0.926007,0.700122,0.405861,0.511844,0.621978,0.404884,0.55873,0.427106,0.532357,0.316728,0.498657,0.517949,0.533089,0.547497,0.617338,0.31917,0.320635,0.494017,0.467399,0.377289,0.710134,0.461294,0.367766,0.675214,0.509158,0.576801,0.659341,0.327717,0.492064,0.82906,0.48254,0.727717,0.338217,0.444444,0.231746,0.661538,0.672039,0.508913,0.508913,0.383394,0.366545,0.364835,0.679853,0.431746,0.622466,0.631258,0.465934,0.323565,0.564103,0.289133,0.557998,0.336752,0.443956,0.535287,0.461538,0.39707,0.545543,0.478877,0.545788,0.468376,0.369475,0.650061,0.549451,0.320635,0.410256,0.38315,0.377534,0.538217,0.529915,0.525275,0.505739,0.483761,0.510867,0.408303,0.539194,0.532357,0.645665,0.543834,0.600977,0.758242,0.765324,0.94188,0.084249,0.610989,0.77558,0.700855,0.757509,1,0.828327,0.247863,0.10696,0.708425,0.725519,0.701343,0.290598,0.365079,0.001221,0.443956,0.700366,0.557265,0.4442,0.384127,0.573626,0.45812,0.576068,0.276679
0.615629,0.351648,0.410501,0.473749,0.646886,0.432723,0.534799,0.237118,0.325763,0.4442,0.848596,0.537729,0.484982,0.357265,0.937485,0.777289,0.465446,0.565812,0.432967,0.403175,0.582662,0.435653,0.422466,0.343101,0.468132,0.501587,0.489133,0.545055,0.574847,0.333089,0.304029,0.483028,0.40293,0.477412,0.761172,0.418315,0.336752,0.619048,0.543346,0.461783,0.640781,0.307692,0.55873,0.650061,0.513309,0.786081,0.34652,0.49011,0.121123,0.593895,0.696948,0.476923,0.476923,0.377289,0.331624,0.388767,0.765812,0.4442,0.634188,0.638584,0.45348,0.328205,0.575336,0.315018,0.581441,0.267155,0.535043,0.493529,0.473504,0.449817,0.507937,0.471795,0.567766,0.443712,0.387057,0.619292,0.515018,0.360928,0.441758,0.384371,0.355311,0.577289,0.523321,0.571673,0.522833,0.462027,0.560684,0.457631,0.518193,0.510379,0.615873,0.555311,0.568498,0.795849,0.772161,0.906227,0.054212,0.596093,0.760928,0.691575,0.770696,0.967521,0.869109,0.293285,0.136508,0.719902,0.737241,0.750427,0.309402,0.336508,0.001465,0.412454,0.7116,0.623932,0.452747,0.372894,0.548962,0.469597,0.630281,0.297924
0.596093,0.38779,0.33431,0.5116,0.618071,0.394383,0.548962,0.267155,0.443468,0.395849,0.916972,0.578022,0.470574,0.388278,0.841026,0.744322,0.533578,0.612698,0.346764,0.434432,0.619048,0.481563,0.386813,0.376557,0.479121,0.467888,0.4442,0.495238,0.536264,0.376068,0.313065,0.504762,0.375092,0.562637,0.772161,0.419536,0.40928,0.62735,0.523077,0.484493,0.54188,0.299145,0.654945,0.476435,0.533822,0.767277,0.361172,0.569719,0.120635,0.518681,0.717705,0.454945,0.454945,0.34652,0.340171,0.41221,0.776313,0.432723,0.608791,0.659829,0.423443,0.338217,0.575092,0.262027,0.554823,0.31453,0.572894,0.435165,0.46105,0.465201,0.591209,0.455922,0.511111,0.417338,0.39536,0.59536,0.556777,0.375336,0.479609,0.391453,0.309158,0.616117,0.533333,0.53138,0.574359,0.388034,0.655678,0.508913,0.494506,0.524786,0.575824,0.535287,0.542613,0.827106,0.811722,0.871551,0.049084,0.588278,0.737241,0.682051,0.798291,0.937241,0.907692,0.3221,0.16337,0.723077,0.738462,0.789255,0.33431,0.320147,0.008303,0.371917,0.73602,0.616361,0.425153,0.366056,0.552869,0.477412,0.597802,0.325275
0.483028,0.367033,0.386081,0.53138,0.538217,0.393651,0.460073,0.365812,0.53431,0.436386,0.89475,0.583394,0.512332,0.433455,0.750672,0.613431,0.505495,0.552137,0.369231,0.477656,0.59536,0.467399,0.39243,0.406838,0.549695,0.485959,0.4,0.452991,0.527717,0.381441,0.299878,0.467643,0.41221,0.577289,0.724542,0.435165,0.553114,0.625153,0.424176,0.597314,0.361905,0.397558,0.664225,0.345299,0.521123,0.614896,0.377045,0.654701,0.225153,0.532112,0.752137,0.46569,0.46569,0.319902,0.443223,0.451282,0.722833,0.33602,0.636874,0.696948,0.415629,0.356288,0.531624,0.257875,0.533333,0.340904,0.553602,0.455922,0.473749,0.446642,0.614164,0.372161,0.459096,0.408791,0.401709,0.673016,0.57851,0.388278,0.443956,0.400488,0.362149,0.621001,0.589255,0.548962,0.601954,0.327473,0.689866,0.554823,0.462759,0.521123,0.610012,0.549939,0.544322,0.826129,0.851771,0.853968,0.069353,0.59072,0.712576,0.675946,0.832235,0.909402,0.947741,0.374847,0.217094,0.738462,0.74359,0.824908,0.349695,0.301099,0.043468,0.33138,0.737973,0.684005,0.432234,0.371917,0.628083,0.52674,0.615385,0.355556
0.367277,0.3221,0.479609,0.555556,0.476435,0.443468,0.361661,0.379731,0.578755,0.411233,0.858852,0.649573,0.591453,0.430037,0.672527,0.577534,0.439316,0.517949,0.412943,0.536508,0.554823,0.428571,0.418071,0.459341,0.596093,0.502076,0.450549,0.476923,0.518437,0.351648,0.306716,0.486691,0.483272,0.529426,0.670574,0.43956,0.58022,0.552869,0.314774,0.709646,0.303785,0.477656,0.551893,0.286691,0.497436,0.421245,0.472039,0.71453,0.319902,0.640293,0.758242,0.493285,0.493285,0.335043,0.508181,0.442491,0.684005,0.265201,0.668376,0.733089,0.38315,0.373871,0.478144,0.221734,0.552869,0.371429,0.497436,0.51917,0.515995,0.425885,0.579731,0.308913,0.504029,0.408059,0.444689,0.668376,0.549695,0.291331,0.457143,0.403907,0.398779,0.56801,0.628327,0.596581,0.584615,0.340171,0.68083,0.536752,0.477167,0.40757,0.59243,0.579731,0.530403,0.841026,0.860318,0.840537,0.076679,0.575336,0.695482,0.66105,0.849329,0.886935,0.979731,0.417582,0.245177,0.754579,0.744322,0.84884,0.372894,0.292064,0.104518,0.285714,0.745299,0.703541,0.458364,0.359463,0.647131,0.56337,0.637363,0.427106
0.336508,0.341636,0.492064,0.571429,0.480098,0.588767,0.302564,0.41514,0.56801,0.380464,0.841758,0.691575,0.628083,0.403419,0.540904,0.585836,0.337729,0.503053,0.453724,0.539683,0.512821,0.458608,0.476191,0.487424,0.578266,0.51917,0.471551,0.492308,0.492552,0.376313,0.333822,0.596337,0.478144,0.466667,0.69939,0.453236,0.546032,0.517705,0.345299,0.677167,0.399756,0.524786,0.418559,0.501099,0.471795,0.327228,0.529915,0.669597,0.395604,0.780464,0.674969,0.498657,0.498657,0.387302,0.53431,0.437363,0.643468,0.276679,0.722344,0.741148,0.320391,0.396337,0.466667,0.189988,0.538217,0.337241,0.452015,0.656899,0.520147,0.47033,0.494994,0.324786,0.549939,0.447863,0.512821,0.597802,0.545055,0.242735,0.516239,0.396337,0.484982,0.497192,0.585348,0.591941,0.593407,0.377289,0.649573,0.498901,0.461783,0.382906,0.552869,0.601954,0.540171,0.838584,0.886691,0.816117,0.066422,0.538217,0.686447,0.647131,0.84884,0.855922,0.999512,0.465446,0.300855,0.750916,0.739194,0.858608,0.402442,0.283028,0.181685,0.240049,0.756044,0.688645,0.524542,0.387302,0.578266,0.598535,0.583639,0.464225
0.403419,0.386325,0.49304,0.457143,0.470086,0.79072,0.310134,0.479609,0.524786,0.373871,0.66862,0.721612,0.622466,0.574115,0.448107,0.644933,0.186325,0.525519,0.496703,0.533333,0.465446,0.470574,0.498169,0.453968,0.489133,0.553602,0.483272,0.481075,0.432723,0.437118,0.369475,0.717705,0.401709,0.456654,0.737241,0.469353,0.536996,0.545543,0.501343,0.528938,0.508669,0.575824,0.313797,0.758242,0.472039,0.37558,0.53895,0.601709,0.463736,0.873504,0.573626,0.519902,0.519902,0.444444,0.473993,0.458852,0.616117,0.336752,0.780952,0.716239,0.324054,0.351404,0.476191,0.229792,0.528694,0.282051,0.495971,0.66105,0.539927,0.500855,0.515995,0.345299,0.625153,0.422955,0.518193,0.546032,0.53431,0.26862,0.564103,0.429304,0.49011,0.538706,0.523565,0.608059,0.674481,0.384127,0.630281,0.573871,0.505006,0.432723,0.56801,0.604396,0.558974,0.81514,0.897924,0.789744,0.047619,0.481563,0.661783,0.62906,0.846887,0.818559,1,0.502076,0.362882,0.747497,0.731136,0.871062,0.430281,0.273993,0.273504,0.222222,0.752625,0.667643,0.538462,0.359219,0.542857,0.605128,0.521612,0.419048
