1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0.0000554,0.000094,0.000158349,0.000185109,0.000204603,0.000269281,0.000275984,0.000329552,0.000346673,0.000357912,0.000358281,0.000364951,0.000374231,0.000375835,0.000376291,0.000381607,0.000391893,0.000395294,0.000401784,0.000405608,0.000418435,0.000420917,0.000437443,0.000462736,0.000502014,0.000503786,0.000510391,0.000514379,0.000515797,0.00051632,0.00052163,0.00052501,0.000527818,0.000533362,0.00053496,0.000537729,0.000554793,0.000582794,0.000586251,0.000593393,0.000604131,0.000605539,0.000605938,0.000612053,0.000616948,0.00062917,0.000635781,0.00064967,0.000650806,0.000655011,0.000655467,0.000656632,0.000660457,0.000663655,0.00067971,0.00068165,0.000681844,0.000692736,0.00069693,0.000697103,0.000697514,0.000701212,0.000705696,0.000713687,1
0.0000784,0.000152918,0.000169028,0.000199396,0.000209151,0.000234743,0.000253762,0.000256271,0.000268739,0.000282599,0.000311843,0.000318439,0.000319779,0.000332329,0.000337042,0.000344221,0.0003535,0.000354244,0.000357898,0.000359999,0.000365443,0.000370925,0.000376407,0.000378407,0.000378663,0.000388726,0.00039358,0.000396413,0.000401491,0.000405416,0.000413313,0.000418411,0.000427439,0.000443537,0.000451241,0.000455056,0.000470327,0.000470631,0.000471784,0.000473915,0.000483643,0.00048582,0.000490415,0.000496032,0.000499123,0.000516134,0.000529975,0.00053027,0.000550463,0.000557319,0.000563765,0.000565472,0.000573358,0.000579905,0.00058296,0.000589033,0.000589641,0.000601847,0.000610305,0.000613834,0.000615551,0.000619087,0.000619375,0.000624174,1
0.00000163,0.0000857,0.000127846,0.000171863,0.000200945,0.000205773,0.000212607,0.000257988,0.000267975,0.000269364,0.000280523,0.000291313,0.000291755,0.000315917,0.000324637,0.000328006,0.000334553,0.0003442,0.000350317,0.000353686,0.000357919,0.000362902,0.000378603,0.000393307,0.000398345,0.000400372,0.000406693,0.000414532,0.000428088,0.000472342,0.000480219,0.000493363,0.000504084,0.000513761,0.000515103,0.000519287,0.000525473,0.000525489,0.000567879,0.000567945,0.00057938,0.000586675,0.000591444,0.000606532,0.000618638,0.000621583,0.000625179,0.000628242,0.000637459,0.000640169,0.000641434,0.000661464,0.000666762,0.000671133,0.000673277,0.000696204,0.000714864,0.00071636,0.000722424,0.000723051,0.000735283,0.000737023,0.000737024,0.000750362,1
0.0000384,0.0000743,0.000115111,0.000135608,0.000138104,0.000167817,0.000232038,0.000241221,0.000273586,0.000274203,0.000291968,0.000297615,0.000305315,0.000315867,0.000343742,0.000368309,0.000384362,0.000387903,0.000388284,0.00040057,0.000405369,0.000408628,0.000417759,0.000418027,0.000441591,0.00044657,0.000447928,0.000459839,0.000465423,0.000476991,0.000487295,0.000489486,0.000489953,0.00050405,0.000513019,0.0005204,0.000554446,0.000557294,0.000559632,0.000564226,0.000567454,0.000570384,0.000578665,0.000584474,0.000585868,0.000586979,0.000589208,0.000594532,0.000595881,0.000605088,0.000609905,0.000615435,0.000621457,0.00062742,0.000631044,0.000645884,0.000646456,0.000651773,0.000654941,0.000659741,0.000660974,0.000661102,0.000663573,0.000666061,1
0.0000529,0.0000735,0.0000795,0.000121733,0.000132303,0.000185702,0.000189009,0.000191647,0.000209085,0.000251938,0.000280069,0.000281999,0.00031913,0.000326393,0.000330919,0.00033113,0.000337855,0.000361729,0.000372531,0.000388342,0.000395701,0.000427776,0.000427997,0.000428502,0.000428919,0.000436703,0.000440753,0.000447557,0.00045455,0.000454789,0.000459643,0.000477393,0.000479962,0.000492332,0.000501345,0.000517642,0.000535665,0.000535844,0.000540765,0.000552056,0.000557125,0.000564503,0.000564589,0.00056882,0.000569394,0.000594486,0.000596984,0.000608424,0.000617183,0.000621816,0.000626175,0.00062726,0.000658108,0.000664852,0.000666089,0.000675132,0.000682885,0.0006867,0.000687111,0.000688473,0.000692786,0.000697031,0.000703759,0.000705217,1
0.0000732,0.000212555,0.000222344,0.000222619,0.000230904,0.000232731,0.000246553,0.000259485,0.000281221,0.000297286,0.000310436,0.000317024,0.000333165,0.000333736,0.000333949,0.000337228,0.000349968,0.000354505,0.000372053,0.000376111,0.000392268,0.000392327,0.000401681,0.000401715,0.000403988,0.00040465,0.000413539,0.000426031,0.000428827,0.000429869,0.000437154,0.000448177,0.000453284,0.000453518,0.000459914,0.000464104,0.000465571,0.000469184,0.000484017,0.00048521,0.0004896,0.000490015,0.000493503,0.000527054,0.000528214,0.000532565,0.000553838,0.000557366,0.00057114,0.000584933,0.000601406,0.000603421,0.000614479,0.000616745,0.000629953,0.000646587,0.00066021,0.000661016,0.000668351,0.000669822,0.000684759,0.000684965,0.000689203,0.000694284,1
0.0000495,0.0000513,0.0000824,0.000134121,0.000174022,0.000202405,0.000210824,0.000223626,0.000265191,0.00030779,0.000310052,0.000322332,0.000338653,0.000344258,0.000358175,0.000360006,0.000365777,0.0003707,0.000378809,0.000385426,0.000388305,0.000389819,0.000395276,0.000397154,0.00043391,0.000435063,0.000437044,0.000449811,0.000450901,0.000459838,0.000471615,0.000477515,0.00047859,0.00048009,0.000490552,0.000496252,0.000498909,0.000505953,0.000506421,0.000512928,0.000513613,0.000518706,0.000527811,0.000539029,0.000542467,0.000545925,0.000547277,0.00055495,0.000555037,0.000555403,0.000568085,0.000574867,0.000584966,0.000588003,0.000588713,0.00059181,0.000604149,0.0006052,0.000608998,0.000609059,0.000611808,0.000612438,0.000636272,0.00064938,1
0.0000729,0.000132944,0.000176739,0.000181015,0.000199404,0.000207948,0.000209804,0.000217405,0.000255224,0.000256587,0.000270274,0.000276955,0.000280587,0.000293125,0.000317045,0.000367863,0.000367929,0.000369857,0.000397754,0.000418077,0.000418868,0.000425829,0.000429208,0.000438826,0.000457299,0.000459061,0.000463988,0.0004673,0.0004757,0.000476002,0.000484412,0.00050303,0.000505095,0.000505663,0.000516241,0.000525802,0.000548399,0.000563634,0.00056802,0.000571711,0.000592768,0.000598524,0.000601971,0.000607243,0.000608142,0.000614486,0.000624232,0.000638539,0.000647099,0.000663072,0.00066606,0.000667378,0.000684765,0.000691312,0.000695126,0.000701033,0.000703237,0.000711794,0.000716284,0.000718566,0.000725004,0.000725799,0.000727588,0.000730475,1
0.0000777,0.000113208,0.000134755,0.000141837,0.000146379,0.000155396,0.000189752,0.000193623,0.000203232,0.00020999,0.00021697,0.000242172,0.000260235,0.000265356,0.000330412,0.000370153,0.00039337,0.000409416,0.000431059,0.000445441,0.000450916,0.000475391,0.000492848,0.0004944,0.00049565,0.000503847,0.000514371,0.000519146,0.000529838,0.000530103,0.000537207,0.000545102,0.000545413,0.000546974,0.000557527,0.000581048,0.000583686,0.000587333,0.000588524,0.000593858,0.000594543,0.000594555,0.000613395,0.000617852,0.000620736,0.000632295,0.000634995,0.000652913,0.000666019,0.000666077,0.000686189,0.000692064,0.000694014,0.000700671,0.000704618,0.000705923,0.000707212,0.000737621,0.000742711,0.000756136,0.000772987,0.000773483,0.000773604,0.000776582,1
0.0000914,0.000110665,0.000190546,0.000212488,0.000215779,0.000219695,0.000241432,0.000252752,0.000261652,0.000277674,0.000278835,0.000285503,0.0003138,0.000344994,0.000380922,0.000413554,0.000414568,0.000418072,0.000431862,0.000434447,0.000435143,0.000436454,0.000442414,0.000447778,0.000454352,0.000454813,0.000464703,0.000478768,0.000478845,0.000480413,0.00049762,0.000500957,0.000503732,0.000515784,0.000517504,0.000519046,0.000522698,0.000539787,0.000541517,0.000545844,0.000552947,0.000553004,0.000564986,0.000576407,0.000580257,0.0005968,0.000597569,0.000598257,0.00060055,0.000610992,0.000611613,0.000634991,0.000637138,0.000639265,0.000640208,0.000640339,0.000646697,0.000653791,0.000663984,0.000664293,0.000678428,0.000680188,0.000683226,0.00069931,1
0.0000168,0.000066,0.0000773,0.000126482,0.00012761,0.000147148,0.000179055,0.000196601,0.000200489,0.000239945,0.000252413,0.000259354,0.000302119,0.000305374,0.000316915,0.0003295,0.00033209,0.000351955,0.000360299,0.000364177,0.00038429,0.000396314,0.0004013,0.000402986,0.000403541,0.000403717,0.00041754,0.000446534,0.0004481,0.000451045,0.000456676,0.000469319,0.000481535,0.000483765,0.00049779,0.000505314,0.000532231,0.000537141,0.000540087,0.000550133,0.000558078,0.000560447,0.000561048,0.000563829,0.000568058,0.000585697,0.000590902,0.00059115,0.000599781,0.000602135,0.000605771,0.000611521,0.00061841,0.000621002,0.000630832,0.000631354,0.000633305,0.000642464,0.000647794,0.000649716,0.000653287,0.000653415,0.000656885,0.000657826,1
0.0000704,0.0000774,0.0000811,0.000101294,0.000149463,0.000163205,0.000165152,0.000165246,0.000214354,0.000218519,0.000240134,0.000252629,0.000266903,0.000268818,0.00027225,0.000283632,0.000297256,0.000311878,0.000329789,0.00033822,0.000356117,0.000380892,0.000381355,0.000385939,0.000392704,0.000395015,0.000395164,0.00040264,0.000407208,0.000421497,0.000423719,0.000440148,0.00044827,0.000457495,0.000482824,0.000487132,0.000504118,0.000504896,0.000510177,0.000519278,0.00052266,0.000524322,0.000543434,0.000545759,0.000555916,0.000556729,0.000565654,0.00056813,0.000572623,0.000573141,0.000584814,0.000588319,0.000595093,0.000611556,0.000620586,0.00062259,0.000623559,0.000628267,0.000628482,0.000648101,0.000654224,0.000655553,0.000656378,0.000661571,1
0.0000931,0.000111428,0.000130487,0.000132598,0.000147085,0.000177032,0.000184603,0.000242245,0.000245877,0.000260813,0.00028697,0.00029407,0.000309273,0.000312624,0.000319198,0.000319632,0.000338676,0.00033879,0.000366345,0.000368506,0.000383603,0.000395939,0.000398488,0.000401179,0.000408473,0.000423103,0.000431102,0.000448349,0.000458005,0.000458581,0.00046566,0.000469176,0.000486173,0.000491712,0.000496259,0.00051001,0.000532662,0.000536006,0.000545823,0.000566728,0.000583151,0.000584119,0.000589047,0.000589147,0.000589405,0.00060019,0.00060071,0.000610598,0.000611205,0.000614388,0.000620934,0.000621012,0.000622448,0.000627247,0.000635975,0.000652612,0.000657481,0.000661995,0.000662916,0.000674989,0.000676223,0.000680538,0.000682588,0.000686666,1
0.0000271,0.0000305,0.0000803,0.0000853,0.000161827,0.000164778,0.000172223,0.000172409,0.000185328,0.000187554,0.000202831,0.000205835,0.000223577,0.000225727,0.000248275,0.000251037,0.000278257,0.000306458,0.000310515,0.000318187,0.000318649,0.000329188,0.000348661,0.000349275,0.000351918,0.000352715,0.000363775,0.000366741,0.000367166,0.000368728,0.000378086,0.000380461,0.000380794,0.000383547,0.000395768,0.000399462,0.000409684,0.000412101,0.00041717,0.000447729,0.000449066,0.000449831,0.000451499,0.000458413,0.000462561,0.000465246,0.000496501,0.000500241,0.000510264,0.000518635,0.000525471,0.000536715,0.000541793,0.000564431,0.000573715,0.000577042,0.000606606,0.000619944,0.000621243,0.000627947,0.000628093,0.000632409,0.000642513,0.000647413,1
0.000116197,0.0001183,0.000123489,0.000130491,0.000158183,0.000180005,0.000198385,0.000199763,0.000221982,0.000263316,0.000268265,0.000289183,0.000294736,0.000310964,0.000310969,0.000314889,0.000316982,0.000320003,0.000337863,0.000344478,0.00034927,0.000359137,0.000369937,0.000386431,0.000405584,0.000407473,0.000427345,0.000434442,0.000467856,0.000474593,0.000475624,0.000476778,0.000484008,0.000501455,0.000502569,0.000505645,0.000518442,0.000528253,0.00055049,0.000552372,0.00055553,0.000556367,0.000558733,0.000559991,0.000560085,0.0005626,0.000568419,0.000578635,0.000581623,0.00058164,0.000584609,0.000585874,0.000594218,0.000599806,0.000605393,0.000613488,0.00062946,0.000637015,0.000639854,0.000640221,0.000644515,0.000647625,0.000659541,0.000660485,1
0.000121885,0.000171353,0.00018196,0.000202786,0.00023337,0.000239661,0.000251262,0.000260207,0.000309349,0.000326209,0.000330591,0.000331269,0.000353057,0.000358361,0.00036552,0.000366714,0.000368965,0.000377489,0.000379243,0.00038219,0.000399445,0.000404538,0.000434828,0.0004482,0.000449394,0.000451493,0.000458171,0.000473524,0.000475862,0.000482902,0.000488188,0.000489694,0.000493093,0.00049353,0.000511038,0.00051147,0.000513749,0.000519779,0.000523123,0.000524713,0.000535148,0.000549989,0.000560758,0.000561329,0.000566363,0.000581008,0.000582911,0.000593191,0.000601376,0.000607882,0.00062148,0.000645827,0.000664502,0.000676138,0.00067705,0.000681211,0.000683023,0.000702243,0.000702469,0.000704717,0.000714043,0.000720631,0.000727694,0.000728511,1
0.000101291,0.000132612,0.000169893,0.000182599,0.000191063,0.000199971,0.000203936,0.000225661,0.000239996,0.000265018,0.000287022,0.000290072,0.000303864,0.000331734,0.000340644,0.00034793,0.000357634,0.000386591,0.000387244,0.00040335,0.000406503,0.000409953,0.000417489,0.000445791,0.000449904,0.000455719,0.000467787,0.000474883,0.000491607,0.000493636,0.000493824,0.00050055,0.000503468,0.000505268,0.000508745,0.000509838,0.000520741,0.000524722,0.000524949,0.000526204,0.000528562,0.00053072,0.000532427,0.000544363,0.000551371,0.000553828,0.000567444,0.00057204,0.000572371,0.000583937,0.00059347,0.000597013,0.000599271,0.000608004,0.000614032,0.000617822,0.000624078,0.000628973,0.000635298,0.000638445,0.000642227,0.000649352,0.000663507,0.000669312,1
0.0000424,0.000103133,0.000120501,0.000148026,0.000217866,0.000219353,0.000225004,0.00023549,0.000247478,0.000271557,0.000280247,0.00028517,0.000292736,0.000311539,0.000315189,0.000329471,0.000331758,0.00034136,0.000343343,0.000354969,0.00037965,0.000382492,0.00038917,0.000392668,0.000420633,0.000424235,0.000434666,0.000437571,0.000443231,0.000444397,0.000446104,0.000447522,0.000450548,0.000456887,0.000468547,0.000471919,0.000474404,0.000480763,0.000484467,0.0004989,0.000503114,0.000516151,0.000518973,0.000519896,0.000520678,0.000520998,0.000566146,0.000578588,0.000584594,0.000590526,0.000594797,0.000599544,0.000603638,0.000605869,0.000640363,0.000643039,0.000643078,0.000644238,0.000645825,0.000656254,0.000656288,0.000658222,0.000668989,0.000671611,1
0.000127517,0.000167396,0.00021165,0.000227265,0.000229922,0.000241811,0.000243793,0.000245098,0.000247075,0.000256721,0.000288487,0.000289188,0.00029148,0.000293387,0.000304505,0.000307055,0.000324931,0.000329659,0.000335766,0.000336132,0.000358132,0.000365137,0.00037549,0.000384305,0.000385888,0.000388731,0.000422448,0.000425022,0.000431652,0.000436649,0.000442048,0.000447925,0.000466165,0.000475914,0.000488217,0.000488695,0.000493312,0.00050093,0.00051221,0.000523287,0.000526532,0.000547978,0.000553102,0.000559227,0.000562601,0.000589215,0.000592186,0.000592679,0.000596475,0.000597449,0.00059782,0.000599235,0.00060868,0.000620774,0.000637453,0.000637614,0.000638043,0.000641516,0.000650031,0.000663623,0.000679193,0.000684327,0.000687712,0.000692759,1
