1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
783.7534168,16.20267162,9.017488055,12.60395042,4.292014895,5.311359853,7.840517187,7.178196598,0.495936269,1.05763623,2.230578142,1.919647485,3.34179691,3.719251431,2.650626899,3.223315477,0.067803284,0.173334441,0.406023839,0.344122706,0.60047651,0.743748471,0.466996161,0.590007018,0.39867783,0.431884298,0.397402998,0.453470102,0.697236022,0.820964525,0.51020961,0.676476986,1
788.028744,11.86922133,5.642039102,7.694379568,3.03644279,3.128517828,5.630979014,3.356730715,0.297105818,0.704341187,1.080418436,0.575085126,3.453128926,2.248856638,1.695398022,2.184088331,0.037126277,0.139033079,0.235080997,0.12114201,0.603502641,0.378740071,0.350845989,0.32940766,0.144350947,0.155080859,0.215831485,0.185670879,0.481838963,0.403569396,0.281674264,0.29049087,1
778.632947,11.39360085,6.786959333,10.91709787,4.116581537,3.2379013,7.067864205,5.734439312,0.368038604,0.710799236,1.792477866,1.445428745,2.87996333,2.307886404,2.050049137,2.119924788,0.051770451,0.144914067,0.359472641,0.236897243,0.46999802,0.410845267,0.367468247,0.384371921,0.282949713,0.27325399,0.363760376,0.300679407,0.644147229,0.399188864,0.389179262,0.593379803,1
784.2217944,7.943257683,8.686239754,7.902757673,6.169577072,6.582925016,7.297948818,6.730426818,0.707635808,1.053892067,2.08023389,1.405340695,5.794230883,3.831284492,2.862254577,3.611540949,0.092765083,0.207286246,0.390901633,0.263591643,1.046152132,0.615344637,0.527972988,0.651656942,0.464917541,0.485859344,0.505654533,0.468316489,0.861967627,0.866869236,0.598157425,0.907539844,1
780.585512,7.814502263,5.805864709,5.333795708,2.89250575,3.546586411,4.527950673,2.755808035,0.340217912,0.473748239,1.288892684,0.84279273,2.867128634,2.02669738,1.320087202,1.555575397,0.037911491,0.0846209,0.245561291,0.140326135,0.466319963,0.338915232,0.255592563,0.249394376,0.26165155,0.143737488,0.32543415,0.265888557,0.384057918,0.442517931,0.312580085,0.415091614,1
783.3622342,13.71169261,6.501537294,7.48960997,6.541957496,5.914895466,8.208723845,7.136266293,0.729712681,1.04683203,2.416411127,1.915345959,5.592397516,5.525069169,2.651197769,4.210798431,0.086436864,0.182135614,0.337403739,0.335575324,1.042949624,0.889387635,0.466785621,0.685063692,0.415629385,0.545808745,0.515091661,0.447076163,1.103704065,1.091432658,0.786990887,1.143978627,1
821.7669142,12.86376588,4.219801796,3.644046858,2.056263062,2.046777505,2.588092503,1.754892232,0.320887787,0.389809502,0.596697395,0.445509227,1.450024439,1.461603043,0.621856143,1.062182849,0.045943125,0.063353977,0.121046468,0.084187774,0.252937203,0.223482779,0.107727668,0.165205136,0.123045404,0.146040152,0.115278157,0.126490013,0.35279931,0.327132573,0.154256404,0.316970003,1
769.9337394,9.069099233,5.802759653,8.765312504,3.927288548,4.23351368,5.464214858,5.214490088,0.511874921,1.086070838,1.527566896,1.503344557,3.56623108,4.172449583,2.89107481,3.537445892,0.050911858,0.195083122,0.281370817,0.229574618,0.606237278,0.660153759,0.411583653,0.571014677,0.29888808,0.22897462,0.625689959,0.374928213,0.758878181,0.840134748,0.601924171,0.861063222,1
771.5307977,10.20861581,5.838287198,10.21004414,3.803331675,5.670878965,9.076506468,5.786741436,0.546023574,0.781850591,2.123372187,1.327393422,4.345036406,4.309316831,2.158071836,2.737323409,0.068710128,0.146353595,0.384209067,0.228162183,0.811710403,0.704377097,0.399018461,0.442493465,0.290532356,0.331093214,0.235814227,0.38833222,0.735283722,0.799205628,0.453075862,0.622667556,1
770.4229978,15.6660465,5.299441726,12.16045064,3.328438272,4.371892942,5.539617593,4.664536048,0.313976914,0.696896082,1.411083957,1.44595667,2.152614547,2.10526586,1.103843447,2.186516113,0.040302115,0.148633164,0.246294094,0.249270489,0.374241671,0.338382141,0.203261741,0.391628406,0.269698807,0.192756714,0.377145377,0.2920975,0.626634749,0.550371416,0.612703745,0.533713254,1
775.4670109,9.825180528,7.862665649,9.009261555,5.473231317,6.159696849,7.411347714,6.344405973,0.531141205,1.570477428,2.081234156,2.148462,5.081448008,4.64455525,2.66650005,4.109652021,0.058701513,0.233289627,0.357683393,0.359873486,0.884813243,0.720700873,0.430907883,0.691286669,0.300566562,0.480409816,0.359860282,0.517677077,0.948952209,1.180935388,0.633907178,1.257364001,1
771.1095311,10.8273219,6.912719665,8.851798085,5.076089653,3.900079973,7.058429469,8.03776858,0.515495741,1.291761577,1.801127453,1.552223783,3.906869612,5.847937847,2.945604164,4.621229384,0.063486714,0.149443137,0.359218174,0.237716045,0.650535558,1.016664909,0.503749148,0.663630265,0.279612554,0.623527593,0.358316165,0.5644047,0.952067742,1.146688754,0.584417101,1.181005734,1
769.7557088,11.21170867,8.29577504,9.39768126,5.31529877,6.1897461,6.50235076,5.870645462,0.295191557,0.979579611,1.685016724,1.256978301,5.000268066,4.474134789,1.966321496,3.467491507,0.04875812,0.183570489,0.328472252,0.224356915,0.864746957,0.748845862,0.375083783,0.627189455,0.251722732,0.3018342,0.448490464,0.30865668,0.96055747,0.857066742,0.514058173,0.684314799,1
772.02188,13.55524548,6.876235856,13.48993296,7.985573442,6.029719167,6.779284646,6.099922476,0.840671245,1.292204234,1.919464138,2.22061113,5.99254726,6.014233438,3.599811419,2.988048218,0.085167278,0.202016451,0.344024287,0.313063584,1.007779053,0.969698285,0.531273262,0.512249024,0.38656999,0.458574376,0.43142157,0.52113201,1.587591352,1.004888135,0.674214714,0.949446705,1
769.6679513,11.52358894,5.439445271,11.85739285,3.386591693,5.306728324,5.899789718,7.868957369,0.301948894,0.803423985,1.700471194,1.594834081,3.525879662,3.987109892,1.575545827,2.474731354,0.045677544,0.150053751,0.337474183,0.30628318,0.567090766,0.649321812,0.312104536,0.412518689,0.280724127,0.32548323,0.370894085,0.459078876,0.589607519,0.700957546,0.422038162,0.685227738,1
765.5618879,12.05492173,6.48871872,9.176794926,3.800769594,5.181241444,6.514787769,4.677845495,0.55841538,1.13467125,2.12034086,1.592146364,3.21659315,3.800513234,2.598513078,3.893153079,0.066438719,0.193287577,0.323720316,0.251674646,0.512599314,0.558191626,0.450482167,0.561996854,0.218567594,0.35359154,0.477700949,0.408864653,0.603058219,0.733683546,0.717903623,0.744075673,1
768.9137003,10.83897196,9.1505399,11.54391648,4.515878993,8.132838491,7.650072585,6.573924797,0.404156198,1.323222742,1.925104047,1.635180531,4.310391963,6.370263976,1.859776627,5.534398785,0.074340605,0.21680674,0.344517995,0.294517363,0.732169387,1.136243246,0.340634114,0.878003447,0.222394974,0.44585381,0.283691754,0.353800055,0.775450613,1.236652664,0.506434531,0.941430883,1
768.5993669,9.209885103,5.146666017,7.347905731,4.508170076,4.639678796,5.413135951,5.448604634,0.514990873,1.262301829,1.400242592,1.261796799,3.572181097,4.325518542,2.415662077,3.512321995,0.061501308,0.190121773,0.218503976,0.176976193,0.597239245,0.669190798,0.446187624,0.533181744,0.361173219,0.461143228,0.534361535,0.598849693,0.839539592,0.853646809,0.427115629,1.07949402,1
769.6024236,11.65033713,6.882143673,10.3760633,3.36782033,5.93106435,6.492052035,7.780537776,0.580095097,1.293939774,1.572742868,1.965083856,4.816485564,5.707007182,2.367071047,4.020172976,0.08183744,0.198669708,0.275111744,0.307272349,0.832066197,0.916634738,0.391026676,0.726621753,0.40104664,0.333197687,0.34201963,0.428346169,0.657706601,1.325769232,0.608762126,1.195244798,1
767.1474607,9.258340915,4.774836043,7.172443616,4.323918664,5.40227951,3.929634934,4.917168383,0.517260781,0.822508609,1.351688432,1.465572188,3.527569883,3.453755766,2.113729752,3.778242599,0.049259452,0.10661215,0.220852418,0.246925519,0.65235793,0.584423944,0.399151934,0.626889108,0.254086227,0.298485625,0.42687064,0.420168722,0.662568969,0.659082503,0.41902724,0.557658685,1
800.9047231,32.38113689,5.526255351,13.13503631,1.801733742,2.481945487,1.972411748,1.947802512,0.444951722,0.949391222,0.57506833,0.772520274,0.713807503,0.833987439,0.520959437,0.909901897,0.089411778,0.175871387,0.093652871,0.134051715,0.145117283,0.144819396,0.086795069,0.15878646,0.081576511,0.159532088,0.143997946,0.173975737,0.145493801,0.189951743,0.179322668,0.192910866,1
803.920348,15.89172296,3.579729598,3.536069988,1.23694203,1.260349071,0.959482882,1.254695174,0.304757033,0.357608195,0.445980522,0.27905508,0.636623111,0.502609628,0.436416625,0.516019434,0.052572067,0.058594874,0.058596494,0.047041631,0.122455043,0.098324086,0.069156437,0.079701968,0.049720823,0.072509759,0.087855193,0.081305978,0.110603063,0.156695826,0.13792377,0.128680254,1
798.4705718,14.21992368,2.828714674,4.5402607,1.417954368,1.871767508,1.072459677,1.179784464,0.22826801,0.413407232,0.622991642,0.477186993,0.731152991,0.653905696,0.513388884,0.809212742,0.03383014,0.082171585,0.082333199,0.07235363,0.117858339,0.115159647,0.079455353,0.123101748,0.129983971,0.130309807,0.142906289,0.161912672,0.182102623,0.153386749,0.220658145,0.209901348,1
797.3973663,15.60078736,3.994189041,5.778508812,1.403739465,2.281740959,2.09710789,1.734961232,0.268076718,0.557954537,0.576955238,0.436359864,0.631729584,1.080316717,0.671361989,0.835844085,0.047127696,0.090529488,0.117481132,0.057766285,0.113938214,0.180864414,0.137768846,0.141045566,0.114156282,0.182615323,0.167588509,0.186163086,0.210282319,0.238618942,0.193926137,0.223298735,1
777.2628242,4.887405886,1.729018716,2.441935611,0.797711151,1.128487142,1.303702847,1.046090755,0.139392332,0.292500961,0.490274145,0.484217296,0.823800089,0.79024345,0.513866307,0.896526956,0.021604492,0.045111097,0.072724597,0.066796516,0.148203689,0.127338157,0.087769149,0.139620711,0.105378059,0.133316569,0.153733261,0.157635949,0.112646494,0.177465605,0.151779214,0.174971492,1
838.0757328,58.07267789,11.69741065,9.728792765,3.898513199,3.536272995,3.94581309,2.117547909,0.606753495,0.746267061,1.02217147,0.527968596,1.600018669,1.794468203,1.146170371,1.061247796,0.140956472,0.15314866,0.193449077,0.09750815,0.34306801,0.314104907,0.200561801,0.172273877,0.142436102,0.169205565,0.253642984,0.2368231,0.352391386,0.384030776,0.344351768,0.207914905,1
793.7772494,9.564943659,3.153585815,3.526616602,0.983885004,1.145383931,1.210573324,1.236513772,0.286416683,0.508824316,0.687484227,0.650152373,0.721185101,0.793926145,0.659035616,0.794461824,0.043107678,0.065671556,0.089549388,0.085462557,0.132688943,0.143698291,0.10189887,0.116922004,0.102041353,0.201979425,0.175522378,0.159070388,0.147071471,0.182318717,0.216913393,0.239628572,1
787.969442,9.0491818,2.267014774,3.177146805,1.151834324,1.117706862,1.2146042,1.425285766,0.248274692,0.380269633,0.539539093,0.659005638,0.853708767,1.096711202,0.655100752,0.750919564,0.038938199,0.057412476,0.079509182,0.081854784,0.155739515,0.180960255,0.096987251,0.11379148,0.088431335,0.226977516,0.143166959,0.196454422,0.179937101,0.178601238,0.175360291,0.260874115,1
849.96658,49.26851975,12.26115668,10.84180646,2.701537519,2.910203922,1.951884918,1.825966268,0.688007717,0.730797642,0.851521085,0.502926437,0.56067395,0.724815534,0.502460612,0.700330151,0.142685374,0.139319713,0.120080654,0.090085501,0.106919305,0.137235505,0.08261003,0.11806038,0.132014467,0.107087514,0.184185655,0.132332654,0.117789772,0.175049711,0.170964912,0.1337583,1
818.5115257,25.84010667,4.743130546,7.459544221,1.466912482,1.867157419,1.023941741,1.20549642,0.263867452,0.449927471,0.389025286,0.347816447,0.670809559,0.427183357,0.356650381,0.376466528,0.062674787,0.100764138,0.07309043,0.059086964,0.112564983,0.068154902,0.059787378,0.061325293,0.045182994,0.068023915,0.091989756,0.08568493,0.115019929,0.092071304,0.112457451,0.090166946,1
889.3923612,45.29213534,8.718178309,8.833772407,2.201578432,2.042431397,1.881753694,2.475051755,0.510171494,0.535855289,0.50154177,0.564118937,0.582911209,0.551268936,0.448973885,0.690950665,0.110936636,0.099583543,0.086737504,0.103749597,0.096554167,0.090076568,0.074049658,0.108029757,0.064228221,0.080900884,0.115777825,0.103924298,0.104880818,0.137863264,0.101512001,0.149143794,1
