1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,Class
768.7391946,1.58385166,3.106513289,2.037451266,1.986650247,1.847241623,3.931822029,2.059466629,2.34322386,1.830957519,2.518964907,1.169519364,3.239816531,1.64586171,2.826320565,1.29726275,0.778482613,2.130235958,1.626398999,0.938113747,1.771757252,1.078196171,2.062293361,1.247450065,1.789185152,1.632850908,1.9222434,2.067068253,1.963705248,1.133437895,1.374163694,1.873099135,cars
764.0423624,1.881425584,3.577285169,1.608457915,2.997122811,1.267371154,3.434230143,3.128597794,1.27137184,1.430000426,2.229089696,1.982257703,2.410890943,1.892990277,2.975032147,1.572884718,0.707419522,1.376085931,1.419955664,1.572628536,0.915877617,1.186678749,0.803122899,0.994400708,2.600289325,1.903146299,1.470452445,1.0845414,2.425027438,1.12692262,1.889084588,2.596733934,cars
763.6192785,1.949542034,1.49089603,2.695992233,2.905421959,4.050300516,3.108144003,1.147842193,2.511103258,2.152556891,2.480878745,1.151236146,2.65174422,2.2830124,3.375111506,1.087813134,0.781082826,1.026312343,2.478767721,1.029135879,1.996429303,1.370651734,1.947625874,0.875039188,2.065629587,1.927467031,1.669391272,0.839862869,1.280404996,1.181419271,2.171768648,1.237052547,cars
764.3455145,2.63993319,3.293037675,1.743394585,3.23185269,3.082150578,4.052912179,3.188330035,2.133144461,1.085968712,2.598450632,1.058672051,5.503164859,4.966253203,0.963299503,2.0572154,2.085664207,1.633744891,2.701808802,1.564355541,1.443144839,1.442246787,1.730609654,1.413717887,2.08535959,1.867889779,1.412837973,1.413197305,1.508332047,1.939143226,1.320449746,1.331997457,cars
764.1690874,1.162406955,2.354380528,1.982076466,4.172110775,2.252130787,3.475568769,1.623778612,1.801927978,0.771927484,1.737581217,1.128008592,5.22388176,2.82445576,2.616587068,1.192468265,0.707059082,0.725555195,1.160310638,0.793666778,1.412572767,1.020771974,1.175983384,1.697400199,1.613974341,1.396561809,1.629430346,1.259823222,3.221306309,1.489401646,1.556004972,1.602244443,cars
758.4577732,1.785620908,3.814731289,1.503762441,4.688806132,1.884102802,4.292208084,1.189804709,1.476371307,1.79385228,2.207192845,1.011302287,3.590887266,2.242770524,1.50920043,1.833936707,1.082922772,0.57718758,0.956457411,1.184201831,2.356717945,0.692415912,1.013730193,1.118377393,2.169060292,1.428089997,1.429808877,1.487828603,1.293215979,0.93789934,1.924039393,0.522690783,cars
761.8787263,1.672450766,2.513088881,2.84943428,3.672121447,2.238334956,3.493872057,1.4346435,3.215006092,1.315347095,2.918924356,1.701262357,3.898748946,2.963411846,2.572804284,2.108951404,0.954395718,1.21820213,1.349439816,0.993841329,2.492175446,1.976716569,1.91848297,1.745463506,2.806104576,0.896440086,1.365102914,2.582425009,1.980605894,1.411299189,1.856820786,1.325198929,cars
763.2730484,0.749341288,3.092815519,1.484161707,2.213113432,0.87366229,4.684036426,1.439072955,1.118896765,0.551909955,1.880916056,1.594943241,2.474455067,1.499670384,1.164451628,2.209328651,0.888757795,1.339332919,1.692227705,0.587851657,1.226145446,1.806700902,0.883547918,0.723284529,1.930759377,1.599565267,0.650116328,1.232694979,1.188795827,1.199923048,1.563929287,1.495956473,cars
763.1147474,1.519754247,3.145393586,1.822528302,2.779035278,3.491754628,2.883557051,2.495990176,1.218682875,1.744414616,1.863478813,2.055567369,3.215313024,2.862577001,1.949909041,2.348264229,0.7878528,0.685766939,0.976272631,0.917927959,1.014967376,1.870676829,2.054407444,0.991012701,1.479091729,1.433700523,1.678495411,1.900764372,1.349781908,2.108839181,2.269844955,2.052071731,cars
759.1396345,2.160310678,3.466215146,2.381300389,2.653643821,1.48592923,2.510349543,2.608418322,1.574630219,1.012358846,0.830858215,1.356988763,1.800372731,2.438940498,1.556555048,1.376575339,0.75425926,1.332311033,1.021226017,1.216122354,1.951633163,1.034781,1.00103585,1.414829497,0.849002738,0.862555418,0.976288999,1.241787778,1.321697885,1.236383876,1.108004961,1.251081662,cars
779.9569872,5.00644851,10.51300307,5.428284244,3.503174102,2.529662677,13.51352607,12.83477403,0.66070776,0.820213086,2.188978766,1.85635574,0.818231124,2.527127402,6.248315121,3.541362668,0.283468102,0.177585577,0.849355728,0.491324336,0.425429553,0.376849457,1.1384625,0.541203977,0.284050594,0.575824833,0.568454529,0.544081792,0.382602375,0.532370597,0.385465673,0.647363867,cars
776.8304127,2.292347614,6.727741425,18.06984625,0.66650712,2.034036624,10.36920192,2.821977297,0.418168024,0.596155543,1.937834333,0.627571698,0.236436304,1.206880525,0.531311131,1.561442029,0.150641848,0.232320229,0.584644008,0.269335945,0.256849101,0.203841981,0.373677691,0.425980299,0.28345816,0.219499296,0.275119434,0.181405992,0.325606553,0.252122948,0.217173278,0.459792395,cars
775.0512039,7.446811914,8.496036113,7.476519883,1.308261894,1.298404257,8.209269089,3.403988437,0.479854445,0.449628586,1.00404207,0.895189573,0.47752344,1.002954741,1.841122508,1.218660011,0.220900873,0.222551889,0.595566936,0.37893467,0.339841977,0.342533188,0.726450055,0.462942289,0.340667326,0.201913325,0.3559428,0.173936226,0.330980634,0.357605429,0.248975696,0.242222706,cars
770.4563754,5.8422304,11.78820447,9.310556022,1.160696829,1.620777304,9.477336192,3.341977039,0.415513692,1.508394159,1.402503038,0.667778152,0.588348978,1.17323361,1.600639573,2.41628665,0.258287191,0.244647145,0.600024112,0.300781017,0.24030231,0.496136517,0.66882935,0.876472782,0.316453925,0.750943149,0.329147524,0.700563291,0.569097776,0.44109492,0.512560423,0.212208114,cars
770.5461806,0.780117331,4.706305256,1.230221073,0.642045085,0.734518948,2.329070413,1.181771441,0.42637833,0.342516757,0.659033887,0.301089741,0.369842013,0.704000502,0.70577318,0.662319915,0.109072157,0.16863882,0.29233248,0.227667694,0.287022359,0.224120313,0.368952582,0.248391889,0.267992742,0.370272333,0.320955825,0.344481947,0.207881853,0.274688495,0.265689538,0.29783087,cars
772.008727,2.618428874,61.02206952,2.426507386,1.639490697,0.843090552,52.89105622,2.699040415,0.903889278,0.491480347,9.194426532,1.107614496,0.754845593,0.543230203,7.825407996,0.605308973,0.617152723,0.37031373,2.264968074,0.646078672,0.596971405,0.483071641,1.769667629,0.68656232,1.452372731,0.563615965,0.890355947,1.039468448,0.53926395,0.347932803,0.676829116,0.55352204,cars
774.5763154,5.876134891,6.744974926,6.579824165,0.843396917,1.705924256,4.543459457,2.472163029,0.29070629,0.300437052,1.698380154,0.864062319,0.723473143,0.252334464,1.3884017,1.162407295,0.162848961,0.223631458,0.46829767,0.129106914,0.24248909,0.223841384,0.388264978,0.290788479,0.280921218,0.306498818,0.320229833,0.302923455,0.372269948,0.281842424,0.23543605,0.34696535,cars
773.8580537,3.101766671,3.720804727,7.288816815,1.050878009,2.983143694,3.40907172,1.606088377,0.420158813,0.744629045,0.673650161,0.428576755,0.446967766,0.928396269,0.774464255,1.027318516,0.2881346,0.287857058,0.320649645,0.255193021,0.217455489,0.368177386,0.260244993,0.271828993,0.447710975,0.321305629,0.24625991,0.199327686,0.413083633,0.365348746,0.39473465,0.252118737,cars
775.968162,1.556232036,61.50501329,10.93717259,1.685399159,1.18392369,40.42548806,5.973708833,0.996107015,0.706061772,8.817141003,1.741846885,0.964392351,0.90953616,7.049358728,1.918519219,0.220149772,0.157573655,1.910645886,0.413168206,0.320338651,0.341555596,1.760400357,0.487909317,0.221419669,0.409410781,0.525730503,0.795323965,0.305483815,0.467343381,0.510861852,0.54227722,cars
780.4813044,12.8210161,15.50741521,9.701789987,2.344027912,1.417123811,18.24381367,3.835141275,0.493377144,0.415786992,3.176754016,0.657212393,0.649232318,1.080665604,4.661324415,1.068321884,0.181473486,0.222180892,0.741947673,0.321310432,0.292639441,0.205879477,1.14342192,0.22521658,0.307868931,0.209194289,0.302410997,0.204467524,0.330128926,0.23233474,0.442638519,0.200394234,cars
793.4387511,41.38918682,10.00992268,44.55450056,1.929860889,11.40500004,19.07977056,12.87750385,0.858263055,2.568405465,3.009240494,2.282269295,2.218205904,2.302012277,2.023237745,2.29031648,0.128412917,0.590095531,0.878236926,0.604833058,0.46413316,0.668715893,0.442155332,0.467427011,0.441706619,0.256215033,0.640670655,0.543161387,0.612809241,0.896513709,0.643559546,0.322169259,cars
772.0082857,0.765827062,2.51328082,1.307448279,0.243484389,0.803323282,1.007261611,1.035947863,0.216680432,0.287815264,0.566075967,0.217749968,0.474875451,0.589762714,0.633256428,0.63629043,0.095001074,0.211837892,0.188131227,0.243200404,0.387814729,0.270218683,0.187207333,0.274807168,0.347026499,0.202143801,0.233940455,0.180439056,0.158281511,0.399624302,0.230328778,0.137761174,cars
770.805428,1.373918536,27.83589141,12.02479088,1.779424183,3.035066775,16.49783747,9.048969761,0.839831636,1.092583531,2.598921824,2.34188617,0.969932263,1.621172563,3.234017761,1.494444796,0.191592842,0.355220447,1.136356514,0.521481605,1.385158931,0.719723795,0.552513535,0.729625512,0.385650536,0.366678249,0.450630066,0.409105142,0.601683326,1.009341048,0.644598897,0.616890579,cars
776.7274868,8.68901108,10.06962394,8.137603569,1.270120408,1.118299196,8.353425337,3.857274438,0.374237791,0.519463289,1.369223634,1.072956752,1.340725528,1.560212396,1.262193255,1.185812389,0.147692342,0.155304785,0.371155616,0.471055893,0.731851862,0.464403887,0.317096928,0.363091925,0.257472009,0.192733464,0.43531333,0.369748912,0.285373286,0.234387366,0.316185633,0.145552223,cars
783.6575095,8.389518372,15.92860178,9.125862926,1.108625997,3.053171748,8.236175092,4.692285706,0.716748112,0.579969753,1.997149941,0.957873707,0.597046211,0.943842455,1.55854363,1.075976223,0.233145671,0.253057257,0.556191706,0.373533035,0.326805447,0.343006062,0.428773897,0.194957629,0.234761734,0.274361173,0.195560058,0.403869412,0.166555702,0.324107858,0.308028319,0.477618647,cars
778.1568372,3.481202546,5.776568261,8.263477733,1.987799727,2.408610481,3.674473698,3.225313814,0.392227417,1.080916869,0.999878893,0.787921083,1.584418415,1.885389143,0.734106177,1.19831732,0.23263277,0.189300277,0.419296286,0.181772454,0.380548742,0.632303115,0.477138202,0.400836576,0.2460695,0.347373171,0.502748463,0.37267461,0.37518587,0.533312028,0.292749516,0.394463754,cars
772.7920333,0.962050242,3.132966392,2.087585681,0.541432758,0.976066816,4.440236904,1.46283503,0.714344461,0.4574788,1.249227665,0.478584633,0.231264331,0.703872086,0.682106651,0.712200107,0.177867298,0.141087136,0.450091198,0.22428387,0.245460785,0.208973433,0.277873104,0.316263186,0.388175504,0.168525024,0.26488772,0.473870139,0.113609273,0.165983897,0.169807644,0.250756235,cars
772.6156924,5.147941548,1.094308211,3.454190903,5.916935121,46.68772866,4.379369175,23.77710047,0.571761451,2.859707339,1.047556794,2.28069954,3.052080257,21.20210036,2.609696189,10.75477998,0.467987592,0.834554904,0.33866566,0.733293873,0.791701802,5.000391454,0.804915233,2.613747423,0.843931488,0.927431078,0.629200017,0.518421348,0.541229517,3.177123295,1.031342641,2.292671466,cars
771.5367782,1.881163045,22.27959322,3.092773259,1.380206107,1.247266438,17.8413501,1.670756434,3.031976417,2.376039311,4.462972075,3.676272947,1.211576911,1.288322553,4.395670199,1.681628206,0.395688308,0.42310656,1.382462979,1.061108101,0.619723169,1.071395802,1.875218686,1.119979841,1.236790298,3.093457829,0.963668895,2.092716354,1.066534687,0.76317469,1.307500493,1.536967642,cars
771.8433889,2.723830598,3.593260635,4.536020329,2.701006279,4.450754563,8.14788204,12.67629898,1.93231155,2.446525698,2.552184866,3.724799388,2.202642503,4.021476287,3.319576596,4.374171693,0.493981633,0.395809627,0.560369558,0.915098674,0.767850394,1.531420152,1.214970965,1.409131917,1.193657141,1.36794535,1.395713255,1.834631254,0.889299614,0.976551092,0.980675298,1.878055663,cars
776.4351032,3.904424038,2.793629925,4.692939742,1.724881614,10.75056267,2.538139507,13.84758889,1.500565079,1.507361502,1.973898551,1.721638174,0.921081648,5.063826313,2.400588078,5.606335124,0.263614875,0.469101319,0.502449913,0.823282209,0.413142078,1.442907238,0.747395802,1.403729943,1.592651417,1.201767469,0.657075263,1.154987355,0.406808734,1.36871198,1.063011753,1.559637991,cars
774.7590487,1.952367678,2.596445706,6.016309371,0.956288334,22.1782555,2.09363951,8.846649543,0.991110252,3.487580652,4.916963901,2.280515636,1.2028533,4.501656756,3.275762413,10.21679853,0.391880482,0.804091082,1.030632412,0.4982906,1.174313307,1.20883292,0.989509989,1.975165778,1.109039549,1.156630954,1.556076436,1.732638415,0.669955583,1.453584767,1.942891425,1.430450648,cars
768.208283,1.309734268,1.895827989,2.756850504,0.454012528,3.094426937,2.236749299,6.253347618,1.027114726,1.228638999,3.87459462,2.217804387,0.636533913,3.759460418,1.720142594,3.055783489,0.335604332,0.594278188,0.790087082,0.579474272,0.531430519,0.734125162,0.916316454,0.816644469,1.426507413,1.452532761,2.32162388,4.218968247,0.804817558,1.144127502,2.1692202,1.27149597,cars
774.5265894,0.951583757,43.91313898,2.684456481,2.837939075,0.799516195,28.16707984,1.529742887,0.860964161,0.556521724,6.518677158,1.169930355,1.917943666,0.573444503,6.682214961,0.934078952,6.357532385,2.015929433,5.733865163,1.263822029,0.660344377,0.691823083,1.807483012,2.22543102,0.523901012,1.066965823,0.683225309,1.252136647,0.400004617,0.526990265,0.72598983,0.653557225,cars
770.7627317,1.387921073,1.208176395,1.007826259,1.810865272,8.24687637,0.922643905,4.001330091,0.470844732,1.004981409,1.386396635,0.918463484,1.097303676,4.564619647,1.261593034,2.924592101,0.180291687,0.363543451,0.463893195,0.335840638,0.441298938,0.976933311,0.43603837,1.423495199,0.496160214,0.168976631,0.390424831,0.412924407,0.505876223,0.956796725,0.882274013,0.614955228,cars
774.1636985,1.661285739,19.02004097,1.211079029,2.61681172,1.382120798,57.98908379,1.320644098,1.988950429,0.811318075,5.732302031,0.72096359,2.233884088,1.031791465,3.033978073,0.565937215,0.442504881,0.409952268,4.227957289,1.28256178,0.558809756,0.552656723,1.425363703,0.736688007,3.115941299,0.431012765,1.123712637,0.777434417,0.930830605,0.526695817,1.048885253,0.724229111,cars
771.4953436,2.069400807,1.104130673,1.725522178,0.671961486,7.577801256,1.512563547,7.14604164,0.253255954,1.04684108,0.587915548,0.809978336,0.88515959,4.073065473,1.039984822,3.671342592,0.165763758,0.22475221,0.349734811,0.349526606,0.386686553,1.207335609,0.257489755,1.021090819,0.563846399,0.724456524,0.636485465,0.44678335,0.438979571,0.871232824,0.525090801,0.731295144,cars
774.7113507,1.086015227,42.39655315,1.154721698,1.813320123,0.275226009,45.58352728,1.118605699,2.596595445,0.51735536,9.371234518,0.585368181,1.532136863,0.613516364,8.882688839,0.326713435,0.32775293,0.140852306,2.139180866,0.644780312,0.44441431,0.33418458,2.907300846,0.498359169,1.554105875,0.555485156,1.100557274,0.565349035,0.677432261,0.283784255,0.988075113,0.530426144,cars
772.2256296,2.07862224,1.944928214,1.889116047,2.210647092,13.47429669,2.424742142,6.977081666,0.583550627,0.724844982,0.419074843,0.798748361,1.601332529,5.544714692,1.120301326,3.306262531,0.159934044,0.551180331,0.465985138,0.347589903,0.729616689,1.033903128,0.551905241,0.865510495,0.333058528,0.34358149,0.474941728,0.553558308,0.374597722,1.04093214,0.798972468,0.97396975,cars
775.7777894,1.434526117,63.10475673,3.872244365,2.739778458,1.648154011,46.72245975,1.770562697,0.52573555,0.684810559,9.788992246,1.091511262,2.370344231,1.007951671,9.297495057,0.859568687,1.222307809,0.349484312,3.768097004,0.462281311,0.790616556,0.353593697,3.946667646,0.48944322,0.531034071,0.281597396,1.766472078,0.672778545,0.724584614,0.409710798,0.742712319,0.635121815,cars
771.5816489,1.14563381,10.27825096,5.383684532,2.388452715,2.367558103,15.57227307,9.962204759,0.431304706,0.923645859,2.086445473,1.586472798,0.623339936,2.448578802,5.124045951,3.519996056,0.187570054,0.191723551,1.050418567,0.374028421,0.22058299,0.546862023,1.255245892,0.833050898,0.302184792,0.403067096,0.316768436,0.432589854,0.196243555,0.645003954,0.422381424,0.767865704,cars
771.7787059,0.618645775,1.955918034,0.615390004,0.678385762,0.433302266,2.021982008,0.988159073,0.544190092,0.313952052,0.628993737,0.641152391,0.66036094,0.595842078,0.743778182,1.105902042,0.133500354,0.11182268,0.165653871,0.215084353,0.224982886,0.182895443,0.187469647,0.310846929,0.614391847,0.395075632,0.181282804,0.553192699,0.181218876,0.398599566,0.206536425,0.171017257,cars
771.7787059,0.618645775,1.955918034,0.615390004,0.678385762,0.433302266,2.021982008,0.988159073,0.544190092,0.313952052,0.628993737,0.641152391,0.66036094,0.595842078,0.743778182,1.105902042,0.133500354,0.11182268,0.165653871,0.215084353,0.224982886,0.182895443,0.187469647,0.310846929,0.614391847,0.395075632,0.181282804,0.553192699,0.181218876,0.398599566,0.206536425,0.171017257,cars
777.1585435,2.302815352,7.836242447,9.03420492,0.53571358,1.40217676,3.219433944,4.885389395,0.260904994,0.348570987,0.597116081,0.866388444,0.290624305,0.486418839,0.265976201,0.654075641,0.041945064,0.076907006,0.141277757,0.217583592,0.054341379,0.140222793,0.120122258,0.126810466,0.038763395,0.07759324,0.087414102,0.094213533,0.04976438,0.076897959,0.060681919,0.064864924,cars
772.23018,2.03461479,7.174496128,7.028779454,3.762020123,6.582465853,7.943503,19.31763716,1.091601638,1.075971347,1.681506798,4.224462191,1.389205601,5.422296669,5.982594143,8.777729777,0.344641801,0.351783958,0.547465429,1.160472227,0.546408103,0.888336245,1.684136268,1.543494016,0.610302612,1.341433378,0.988397906,1.023462127,0.541964683,1.15981279,1.007232858,2.535109096,cars
774.6748269,0.435106845,2.380679309,1.073624939,0.37671105,0.305372937,1.265726114,0.643479801,0.157898952,0.139632297,0.398873144,0.413431926,0.156714671,0.539465034,0.369176938,0.411959911,0.110062554,0.054780806,0.27082357,0.16531719,0.135689582,0.178203097,0.15527068,0.208009278,0.392743354,0.15843647,0.174241821,0.216076379,0.222794088,0.163751621,0.228340101,0.211851071,cars
776.5553874,0.836835435,9.205579407,5.289010633,1.677169368,2.846172982,11.58244586,6.42692618,0.586866125,0.634994272,1.670700867,0.929720727,0.896130167,2.999121579,3.469540009,4.335706876,0.130412071,0.159408085,0.347869991,0.499048609,0.248085986,0.392155944,0.785394786,0.88466436,0.206117645,0.350861073,0.245644648,0.468346781,0.29225751,0.856974757,0.507894434,0.690010289,cars
801.615286,15.26981769,48.84375367,21.61606195,2.430036919,4.22638228,37.9281607,7.122479391,0.518292987,1.636913204,7.265448057,1.986892576,2.596879404,1.559586996,5.643720494,2.874186651,0.199684683,0.441267183,1.395717447,0.451633211,0.320269451,0.392474181,1.337507836,0.767485278,0.272486874,0.697613603,0.356909805,0.726845267,0.168595726,0.467393098,0.394698126,0.648547844,cars
775.0394901,1.321471835,3.146653554,4.005103808,2.243070702,3.017508698,7.56250936,11.5988963,0.648129641,0.69892914,0.818469237,2.034256922,0.825249552,1.964872056,2.968610827,6.044669381,0.14927185,0.264013898,0.281849569,0.501399436,0.517376321,0.44374255,0.714704722,1.177335901,0.662563598,0.318485263,0.291421049,0.501577964,0.186397052,0.31712586,0.359506607,0.582741755,cars
770.8575901,0.707101598,2.237585279,1.521602462,0.661408795,0.499619143,6.814176175,1.268637287,0.324804837,0.464729281,1.390142899,0.393469768,0.606975843,0.705376667,0.298796614,0.556592666,0.128088101,0.147280247,0.363262539,0.090185922,0.245882646,0.332615486,0.231204486,0.281427079,0.360612654,0.300678824,0.347512575,0.301876292,0.154433354,0.204871812,0.26067741,0.217863096,cars
772.6531724,14.19496238,13.28699973,11.17206177,1.851601148,3.30850143,11.07157543,11.00614603,0.26829363,0.805838816,1.986348839,2.105647342,0.811230043,2.285986767,3.531340936,2.783469503,0.157708185,0.230057017,0.520140696,0.64238805,0.251760656,0.384100668,0.821629175,0.818116347,0.256792711,0.307474936,0.307734779,0.281010346,0.394353055,0.465433504,0.312237773,0.658270054,cars
773.5718968,2.323852515,63.60384239,7.723719957,1.661045234,1.150030956,46.72398949,4.900250826,0.520187837,0.267466781,8.967091317,1.571260006,1.041601157,0.755236715,7.041402962,2.650122175,0.182473684,0.160165253,2.516590899,0.386841783,0.393887248,0.582875904,2.335852347,0.688156663,0.450945039,0.303520414,0.764280133,0.983739628,0.430526681,0.304011145,0.660678268,0.42501151,cars
766.6770911,1.521584047,1.008815532,1.746419886,0.321216236,0.303709753,0.478495306,0.543947713,0.194318605,0.115737878,0.369193686,0.397529555,0.331186937,0.290327268,0.394171049,0.283537727,0.27599042,0.178590583,0.143290954,0.117433045,0.246682885,0.190794498,0.152634079,0.14759681,0.09510954,0.159218877,0.11801036,0.171169834,0.212073084,0.24273554,0.12762182,0.17457379,cars
767.8042498,1.652460292,4.68151889,6.84793727,2.663927257,3.929032458,12.75257862,12.93823181,0.61220952,1.01778691,1.915538365,1.822999127,1.461531106,1.74437999,2.621153073,5.191509402,0.618870293,0.442607,0.483695837,0.710116189,0.752314218,0.699520962,1.100457557,1.77611039,0.278026559,0.604243836,0.273969736,0.345023523,0.657701784,0.452531836,0.517246851,0.801318479,cars
769.536171,0.960050282,3.04959247,2.339711378,1.055185445,0.754569714,1.649851526,1.15897919,0.122752207,0.387475019,0.72207879,0.45322172,0.848458098,0.728944278,0.596081466,0.969276127,0.296605493,0.095673525,0.373821849,0.443327757,0.404513103,0.581582929,0.257409712,0.186457033,0.142829753,0.365251941,0.328372466,0.208321146,0.581784464,0.429714463,0.577476249,0.36101951,cars
762.6156859,1.893237927,3.986694031,6.249774127,2.201354575,3.916196974,9.77550311,15.57107479,0.666135741,0.736333529,1.483916818,2.265357882,1.146385112,1.664949805,2.234717056,5.224396914,0.244487901,0.288454677,0.264136356,0.672669664,0.304825743,0.72200908,1.080887357,1.123378173,0.251924274,0.342772131,0.301616036,0.330726667,0.368774884,0.452552369,0.823130043,0.656967484,cars
763.2100842,1.260050655,1.327787991,1.362832921,0.459754558,0.491731234,0.693732461,0.479669929,0.106460494,0.197268791,0.342694858,0.184877394,0.537621788,0.864292371,0.462729629,0.473374134,0.204593881,0.125740191,0.121953069,0.154402056,0.279563228,0.199496588,0.190835292,0.381387549,0.180713949,0.106557564,0.304153573,0.070266497,0.219161611,0.294745084,0.28212812,0.179549613,cars
758.9455221,2.242433802,3.440597204,6.205666724,2.709389779,4.201034022,7.000259882,13.78565177,0.872570612,1.081598427,1.58621818,3.185113239,1.149801249,1.69648835,2.324964936,5.9561752,0.300515524,0.379160519,0.355634983,0.606063647,0.463907705,0.714193993,0.626379156,1.059434547,0.2052273,0.229794156,0.432629754,0.450729564,0.364461882,0.306301654,0.376997469,1.045659256,cars
751.7251986,0.446237344,0.327465795,1.154831077,0.256344053,0.354260035,0.565058784,0.319365097,0.099436695,0.052064194,0.241975209,0.144720111,0.185626083,0.14731784,0.248685358,0.159586654,0.106946648,0.059115424,0.106958844,0.099515124,0.146778343,0.161100523,0.130600607,0.110956938,0.105642198,0.060524685,0.100018602,0.072915524,0.112309536,0.106886806,0.113808391,0.11395302,cars
752.9094394,0.619768788,3.704909672,2.094514087,0.242090342,0.533811707,4.466845681,2.664293329,0.143833016,0.393311478,0.855404322,0.717648694,0.517611366,0.985100618,1.441884154,1.100036619,0.12553868,0.149875005,0.318135237,0.323483218,0.18420109,0.236266803,0.26213097,0.306189852,0.207241923,0.215301208,0.249249644,0.502876902,0.110215281,0.254488966,0.322587544,0.259549358,cars
748.7083242,0.457167452,3.665400269,1.813528733,0.579947709,0.54408846,5.625587536,2.738094746,0.14062814,0.262269319,1.00739438,0.425463014,0.268093407,0.386958388,2.064753187,0.779790877,0.162388032,0.184164038,0.35306372,0.190689611,0.215506173,0.062726232,0.511515902,0.252672123,0.124452013,0.094366463,0.208116094,0.17225898,0.115908056,0.225361295,0.221835921,0.276802933,cars
