1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
774.4168624,9.336554371,8.393847832,7.808823787,2.775145994,6.242342061,7.572818465,5.031131952,1.878777019,2.413237875,2.824294944,2.487064909,4.156269892,3.684247295,4.178854733,2.999341864,0.181548203,0.314388066,0.510723015,0.546913215,1.170664236,1.059913906,1.109817051,0.809830434,1.78605665,1.55574026,2.176297456,1.542953975,1.369180203,1.281446696,1.525045474,1.698270003,0.016875334,0.05092795,0.10206693,0.071267512,0.237261518,0.168762321,0.191089149,0.153033557,0.312113372,0.288363138,0.432032415,0.311716056,0.244651181,0.22234498,0.265727524,0.324279494,0.197494634,0.201183196,0.245525099,0.186359199,0.220491735,0.176911263,0.264284132,0.189185971,0.364698429,0.332537592,0.412212363,0.408752161,0.290755468,0.219454143,0.312460578,0.364016408,1
776.4712804,11.55746368,5.120122617,6.74909871,3.788935275,1.853103827,4.313240696,3.381138872,1.603952607,1.432490183,1.446676632,1.681841196,3.713391691,1.917587323,1.689216302,1.667514413,0.131312987,0.165792831,0.402254996,0.302086191,0.691744023,0.388674414,0.346313512,0.228771614,1.217960222,2.235168704,0.575439898,1.67341674,0.974418792,0.72097923,1.053041301,1.13104703,0.015550888,0.021575389,0.074992973,0.064040106,0.167897982,0.067183015,0.061662986,0.059479023,0.226088323,0.377414319,0.108096926,0.270643145,0.215874345,0.134971644,0.162483264,0.166924396,0.065424511,0.078926436,0.072058899,0.083021959,0.131700036,0.084131449,0.096743617,0.088927262,0.25502977,0.226809192,0.175946895,0.227622501,0.114799287,0.166874977,0.163823076,0.126667793,1
766.8482855,11.78466156,5.805423222,5.588177623,3.800537383,2.986421949,7.384969436,3.532128437,1.864167833,2.252413704,1.828225963,1.409675337,4.454989316,2.61287489,2.278374724,3.456064587,0.159475547,0.208563057,0.428788686,0.282010551,1.277471334,0.515006532,0.652899011,0.792529734,1.51634992,1.36361341,1.157684666,1.150201738,1.069968275,0.980080861,0.767126378,1.35279841,0.015480289,0.036290161,0.091052759,0.053861308,0.26341909,0.096053551,0.096807484,0.140089759,0.27063386,0.19936416,0.215703865,0.195141402,0.191462296,0.176005951,0.109074532,0.275297389,0.139955833,0.14299388,0.16073697,0.11251702,0.173832762,0.189927614,0.119545232,0.181134175,0.318019425,0.326127804,0.181650933,0.217537931,0.202673318,0.186505944,0.257121201,0.336258602,1
775.4774335,8.74436089,3.104827121,4.838430562,4.985493231,3.700746523,4.879441556,3.023316117,2.776345429,3.393231643,2.953288601,3.629636415,4.149458142,3.148490676,2.484274454,4.246152364,0.233766158,0.47386965,0.543708441,0.510183625,1.014883334,1.065350556,0.674869659,0.730471036,3.719233152,2.074997731,1.76325366,2.068030832,1.560506824,1.301747753,1.385278607,2.226262342,0.024096746,0.068668337,0.140300351,0.066985895,0.180029367,0.210872266,0.123413485,0.140178159,0.668378565,0.377773567,0.264422651,0.350921987,0.262918623,0.265054365,0.240562775,0.411094167,0.237268575,0.227648966,0.257922082,0.227937261,0.250305973,0.255348561,0.169682775,0.298633714,0.461437577,0.40053005,0.30663611,0.560233126,0.261099499,0.337057926,0.331453637,0.576086207,1
769.7609885,10.8245235,3.915304254,3.899198009,3.70015405,2.105710659,3.331753921,2.002041787,1.046253422,1.846252329,1.854899571,1.691686839,2.85428309,1.673667583,1.347656588,1.408151446,0.088357779,0.251860134,0.248525006,0.225223233,0.757034272,0.531858413,0.431516187,0.411276543,1.527300195,1.339828439,0.936352881,1.090344499,0.803084141,0.517003061,0.957228822,0.598346575,0.00976083,0.028150661,0.053758615,0.030862285,0.146712431,0.098848859,0.068375534,0.071950601,0.267180623,0.19913934,0.145264871,0.193650361,0.147901772,0.107690791,0.159463531,0.089930846,0.152083725,0.109567825,0.051806386,0.091931102,0.212725122,0.112709028,0.108233388,0.157655169,0.151236278,0.232821639,0.150225859,0.292292072,0.159176019,0.153404066,0.216108186,0.198983429,1
777.3581787,6.004055506,6.68988463,7.021807983,3.469916652,3.031620642,4.421394552,3.068215417,3.337792932,3.204164564,2.392011261,3.522884205,3.412413263,4.796310582,4.515370236,2.620896057,0.253175925,0.476536756,0.524542563,0.522289467,1.221143849,1.195267277,1.120739024,0.794606935,2.408103947,3.184293569,3.06004627,2.465022899,1.327623196,1.323574573,1.954718267,2.256080164,0.022249927,0.064186937,0.09574355,0.086392064,0.169665105,0.167738634,0.194315772,0.141259552,0.458958251,0.583991374,0.491925478,0.397462157,0.226337306,0.240448316,0.335074354,0.349989338,0.204238026,0.211391359,0.259383985,0.28642476,0.288187788,0.226903873,0.244283941,0.202792222,0.548043725,0.55566034,0.52656226,0.564870398,0.367969841,0.419021046,0.712195002,0.431783625,1
801.7638065,20.00310773,5.87219034,6.99157554,1.721237145,2.498564651,1.82269992,1.821346939,0.960029488,1.096233574,1.046052691,1.000724815,1.464111398,1.123981106,0.822706049,0.932186183,0.139206917,0.18168087,0.230630132,0.15917937,0.37103421,0.225663184,0.244468056,0.201041171,0.714662329,0.73536211,0.654842584,0.806760459,0.325437186,0.296418957,0.653817567,0.408365282,0.019513363,0.026429762,0.038715,0.024638977,0.069805767,0.051240702,0.050532946,0.033654828,0.11722326,0.135713943,0.09126695,0.132215829,0.057779969,0.049947698,0.098226833,0.066978303,0.075720326,0.047325078,0.08108214,0.064958013,0.054786173,0.060491985,0.069157818,0.057332195,0.185525412,0.167273898,0.202668381,0.124464192,0.074536636,0.079719768,0.170869855,0.146100149,1
766.8240285,3.109710839,3.160533319,5.908565914,3.103270597,2.699489056,6.223477377,2.541835127,1.340941886,2.586346662,2.776731759,1.456781921,2.782429601,2.681785257,2.718637391,2.495852697,0.242612715,0.269262206,0.828554322,0.257516516,0.62341062,0.904156275,0.65636719,0.846977367,2.149233932,1.416997149,1.711075558,2.461374025,1.288007731,1.603067078,2.156261157,1.381184735,0.017624904,0.033286954,0.148325407,0.046757715,0.116817864,0.164552954,0.105975476,0.123599142,0.344173557,0.262063722,0.277822178,0.382331581,0.211040725,0.200542928,0.32430896,0.246705718,0.143471793,0.155416287,0.110002426,0.118972194,0.325864653,0.299825306,0.202695792,0.172232421,0.215418922,0.543459259,0.487995925,0.352138822,0.27138734,0.330536831,0.451832699,0.409230523,1
765.9172511,5.613546584,5.530015113,4.678600693,2.702865575,3.135421623,4.894797827,5.315246309,1.300628581,2.502703094,3.262186545,2.408692419,3.673791528,5.402714941,3.314673797,2.472067639,0.182423999,0.363599574,0.486706514,0.295144076,1.027511752,1.095860435,0.539414263,0.787979159,2.211032469,2.134003937,1.89057881,2.418738021,0.833003478,1.325068358,1.464712965,1.272610443,0.019458289,0.049251838,0.066902242,0.079451352,0.178837925,0.205371142,0.109640127,0.118522056,0.417490137,0.394220266,0.3294975,0.374879597,0.159732887,0.239285574,0.220138525,0.22235494,0.155834585,0.134697771,0.178243381,0.152849833,0.099108285,0.136705942,0.164464432,0.223867789,0.201282425,0.534001297,0.362161461,0.437044166,0.191280796,0.261795066,0.399196295,0.223471261,1
765.1337283,5.289269505,10.61164467,5.054401834,2.611001546,2.688440179,8.36441354,3.796037103,1.647675688,1.680762584,2.471291822,1.90060112,3.154995774,2.384621819,2.687967269,1.976568779,0.133840926,0.180135988,0.447506084,0.249389997,0.709860623,0.701223333,0.620940199,0.825016471,1.135967736,1.016646811,0.927646642,1.177619217,0.565152761,0.538690686,0.735429718,1.451086395,0.012899492,0.027402624,0.091143646,0.057489518,0.121394866,0.124899228,0.130273583,0.118996906,0.215154032,0.159087638,0.181586292,0.156795848,0.093603718,0.109658024,0.134451246,0.25717716,0.115783698,0.153915109,0.084940791,0.107815923,0.166882705,0.210262672,0.088728123,0.203369377,0.286000939,0.34063381,0.261173949,0.289197466,0.275656905,0.33704684,0.210824226,0.322889028,1
